canonical_id,F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-GuiPackage,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Integer,F16-ReportPage,F16-ParamMask,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-((ThroughputController)el).getMaxThroughput(),F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TextMessage,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-JMeterFileFilter,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-Node,F3-String[],F3-Date,F3-Locale,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String[],F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-JMeterEngine,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-Integer,F2-JTextComponent,F2-JTree,F2-InputStream,F2-DateFormat,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-Header,F2-ExecutorService,F2-Connection,F2-String,F2-HashTree,F2-MailerModel,F2-Long,F2-System,F2-Authorization,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-java.io.PrintWriter,F6-org.apache.jmeter.gui.action.ActionRouter,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F6-org.apache.jmeter.gui.ReportGuiPackage,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getMailerModel,F1-getText,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-getSelectedFile,F1-debug,F1-get,F1-setSelected,F1-exit,F1-getKey,F1-toString,F1-length,F1-setText,F5-java.util.AbstractMap,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AbstractTestElement,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-factory,F9-label,F9-data,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-time,F9-backColor,F9-chkBox,F9-barrier,F9-NA,F9-lineColor,F9-random,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-HashTree,F4-String[],F4-Container,F4-boolean,F4-File[],F4-Future,F4-long,F4-PreparedStatement,F4-JMeterProperty,F4-Node,F4-Object,F4-File,F4-TreePath,F4-void,F4-List,F4-StringBuilder,F4-String,F4-int,F4-JButton,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F8-HC4TrustAllSSLSocketFactory,F8-BarrierWrapper,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-COLUMN_RESOURCE_NAMES,F11-sumOfSquares,F11-CLEAR,F11-NORMAL_CHARACTER_REGEX,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-mkostrze@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-milamber@apache.org,F71-thads@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F74,F73,F84,F146,category
jmeter-B-99,8460,org/apache/jmeter/functions,org/apache/jmeter/functions/CharFunction.java,1629,true,15,5,2032,1,8,227,2,45,0.6373626373626373,50,25,0.5,0.13333333333333333,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,STYLE,0.09380234505862646,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,-1.0,0.018518518518518517,6.990608842460694E-4,0.0725,0.30515659998359235,-0.9629629629629629,0.0,0.04654895666131621,0.30515659998359235,-0.9393939393939394,-1.0,3,1611,411,6369,138,0.02,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0.0,114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4870,14044,92,4848,open
jmeter-B-100,8454,org/apache/jmeter/functions,org/apache/jmeter/functions/EscapeHtml.java,1626,true,4,5,2032,1,8,227,1,45,0.7526881720430108,38,40,1.0526315789473684,0.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,STYLE,0.09380234505862646,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,-1.0,0.018518518518518517,6.990608842460694E-4,0.0725,0.30515659998359235,-0.9629629629629629,0.0,0.04654895666131621,0.30515659998359235,-0.9393939393939394,-1.0,8,3696,1626,8454,138,0.016129032258064516,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0.0,114,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4870,14044,92,4848,open
jmeter-B-101,4880,org/apache/jmeter/functions,org/apache/jmeter/functions/EscapeOroRegexpChars.java,40,true,19,5,2032,1,8,227,5,45,0.6194690265486725,63,28,0.4444444444444444,0.10526315789473684,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,STYLE,0.09380234505862646,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,0.0,0.018518518518518517,6.990608842460694E-4,0.0725,0.30515659998359235,-0.9629629629629629,0.0,0.04654895666131621,0.30515659998359235,-0.9393939393939394,0.0,1,120,39,4878,138,0.3237502208090443,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,98,0.0,98,0,0,0,0,98,0,0,0.0,114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4870,14044,92,4848,open
jmeter-B-102,9343,org/apache/jmeter/functions,org/apache/jmeter/functions/EvalFunction.java,1923,true,5,5,2032,1,8,227,1,45,0.7241379310344828,40,31,0.775,0.4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,STYLE,0.09380234505862646,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,-1.0,0.018518518518518517,6.990608842460694E-4,0.0725,0.30515659998359235,-0.9629629629629629,0.0,0.04654895666131621,0.30515659998359235,-0.9393939393939394,-1.0,8,4585,1923,9343,138,0.011627906976744186,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0.0,114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4870,14044,92,4848,open
jmeter-B-103,12182,org/apache/jmeter/functions,org/apache/jmeter/functions/FileRowColContainer.java,3203,true,27,9,2032,1,12,227,3,45,0.40625,108,64,0.5925925925925926,0.14814814814814814,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,I18N,0.08710217755443886,DM_DEFAULT_ENCODING,19,1,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,-1.0,0.22807017543859648,0.08802708525700215,0.20634920634920634,0.005381474432391197,-0.5263157894736842,0.0,0.02086677367576244,0.005381474432391197,-0.9393939393939394,-1.0,16,7798,3265,12556,138,0.0,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,369,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5125,14044,92,4848,open
jmeter-B-104,7867,org/apache/jmeter/functions,org/apache/jmeter/functions/FileToString.java,1238,true,33,5,2032,1,8,227,7,45,0.5874125874125874,81,35,0.43209876543209874,0.06060606060606061,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,STYLE,0.09380234505862646,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,-1.0,0.018518518518518517,6.990608842460694E-4,0.0725,0.30515659998359235,-0.9629629629629629,0.0,0.04654895666131621,0.30515659998359235,-0.9393939393939394,-1.0,8,3109,1238,7867,138,0.00909090909090909,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0.0,114,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4870,14044,92,4848,open
jmeter-B-105,9735,org/apache/jmeter/functions,org/apache/jmeter/functions/IntSum.java,2067,true,19,5,2032,1,8,227,3,45,0.6037735849056604,54,33,0.6111111111111112,0.21052631578947367,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,STYLE,0.09380234505862646,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,-1.0,0.018518518518518517,6.990608842460694E-4,0.0725,0.30515659998359235,-0.9629629629629629,0.0,0.04654895666131621,0.30515659998359235,-0.9393939393939394,-1.0,22,6781,2729,11539,138,0.00819672131147541,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0.0,114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4870,14044,92,4848,open
jmeter-B-106,13760,org/apache/jmeter/functions,org/apache/jmeter/functions/IterationCounter.java,3795,true,0,6,2032,2,11,227,1,45,0.4297520661157025,71,27,0.38028169014084506,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,PERFORMANCE,0.04355108877721943,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.048672566371681415,0.0014749262536873156,0.0,0.0,0.21739130434782608,0.02126654064272212,0.46,0.15407855295631173,-0.4782608695652174,0.0,0.03691813804173355,0.15407855295631173,-0.9393939393939394,-1.0,8,3103,1235,7861,138,0.007462686567164179,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0.0,114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4870,14044,92,4848,open
jmeter-B-107,13551,org/apache/jmeter/functions,org/apache/jmeter/functions/JavaScript.java,3604,true,31,5,2032,1,8,227,2,45,0.544,72,28,0.3888888888888889,0.12903225806451613,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,STYLE,0.09380234505862646,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,-1.0,0.018518518518518517,6.990608842460694E-4,0.0725,0.30515659998359235,-0.9629629629629629,0.0,0.04654895666131621,0.30515659998359235,-0.9393939393939394,-1.0,30,8469,3425,13227,138,0.00684931506849315,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0.0,114,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,4870,14044,92,4848,open
jmeter-B-108,4870,org/apache/jmeter/functions,org/apache/jmeter/functions/JexlFunction.java,37,true,35,4,2032,1,8,227,5,45,0.49624060150375937,88,27,0.3068181818181818,0.08571428571428572,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,STYLE,0.09380234505862646,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,-1.0,0.018518518518518517,6.990608842460694E-4,0.0725,0.30515659998359235,-0.9629629629629629,0.0,0.04654895666131621,0.30515659998359235,-0.9393939393939394,-1.0,20,5587,2411,10345,138,0.0058823529411764705,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0.0,114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4870,14044,92,4848,open
jmeter-B-109,7842,org/apache/jmeter/functions,org/apache/jmeter/functions/LogFunction.java,1234,true,26,7,2032,1,8,227,7,45,0.44505494505494503,113,42,0.37168141592920356,0.07692307692307693,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,STYLE,0.09380234505862646,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,-1.0,0.018518518518518517,6.990608842460694E-4,0.0725,0.30515659998359235,-0.9629629629629629,0.0,0.04654895666131621,0.30515659998359235,-0.9393939393939394,-1.0,24,7830,3272,12588,138,0.005494505494505495,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0.0,114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4870,14044,92,4848,open
jmeter-B-110,5820,org/apache/jmeter/functions,org/apache/jmeter/functions/LogFunction2.java,318,true,19,5,2032,1,8,227,5,45,0.6440677966101694,59,38,0.6440677966101694,0.10526315789473684,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,STYLE,0.09380234505862646,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,-1.0,0.018518518518518517,6.990608842460694E-4,0.0725,0.30515659998359235,-0.9629629629629629,0.0,0.04654895666131621,0.30515659998359235,-0.9393939393939394,-1.0,21,7826,3271,12584,138,0.005154639175257732,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0.0,114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4870,14044,92,4848,open
jmeter-B-111,9001,org/apache/jmeter/functions,org/apache/jmeter/functions/LongSum.java,1861,true,19,5,2032,1,8,227,3,45,0.6037735849056604,54,32,0.5925925925925926,0.21052631578947367,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,STYLE,0.09380234505862646,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.048672566371681415,0.0014749262536873156,0.0014749262536873156,-1.0,0.018518518518518517,6.990608842460694E-4,0.0725,0.30515659998359235,-0.9629629629629629,0.0,0.04654895666131621,0.30515659998359235,-0.9393939393939394,-1.0,11,3915,1707,8673,138,0.0048543689320388345,0,1,137,139,0.018509138861798592,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,0.0,114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4870,14044,92,4848,open
