CORRECTNESS,RV_RETURN_VALUE_IGNORED,org/apache/hadoop/hbase/ipc/PhoenixIndexRpcSchedulerTest.java,testIndexPriorityWritesToIndexHandler,52-52,[        queue.poll(20, TimeUnit.SECONDS);],,testIndexPriorityWritesToIndexHandler,58-58,[        queue.poll(20, TimeUnit.SECONDS);],,
CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,org/apache/phoenix/cache/ServerCacheClient.java,addServerCache,270-270,[        if (LOG.isDebugEnabled()) {LOG.debug(addCustomAnnotations("Cache " + cacheId + " successfully added to servers.", connection));}],,
CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,org/apache/phoenix/cache/ServerCacheClient.java,removeServerCache,296-296,[    		if (LOG.isDebugEnabled()) {LOG.debug(addCustomAnnotations("Removing Cache " + cacheId + " from servers.", connection));}],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/phoenix/cache/ServerCacheClient.java,getId,132-132,[            return id;],,
MALICIOUS_CODE,EI_EXPOSE_REP2,org/apache/phoenix/cache/ServerCacheClient.java,<init>,116-116,[            this.id = id;],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/cache/TenantCacheImpl.java,,64-68,[                        .removalListener(new RemovalListener<ImmutableBytesPtr, Closeable>(){,                             @Override,                             public void onRemoval(RemovalNotification<ImmutableBytesPtr, Closeable> notification) {,                                 Closeables.closeAllQuietly(Collections.singletonList(notification.getValue()));,                             }],,
BAD_PRACTICE,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,org/apache/phoenix/cache/aggcache/SpillFile.java,close,79-79,[                    file.delete();],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/phoenix/cache/aggcache/SpillManager.java,loadEntry,279-279,[        return null;],,
CORRECTNESS,RV_ABSOLUTE_VALUE_OF_HASHCODE,org/apache/phoenix/cache/aggcache/SpillManager.java,getPartition,251-251,[        return Math.abs(key.hashCode()) % numSpillFiles;],,
BAD_PRACTICE,SR_NOT_CHECKED,org/apache/phoenix/cache/aggcache/SpillManager.java,getAggregators,201-201,[            input.skip(keyLength);],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/phoenix/cache/aggcache/SpillManager.java,getValue,81-81,[            return aggs;],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/phoenix/cache/aggcache/SpillManager.java,getValue,72-72,[            return aggs;],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/phoenix/cache/aggcache/SpillManager.java,setValue,87-87,[            return aggs;],,
MALICIOUS_CODE,EI_EXPOSE_REP2,org/apache/phoenix/cache/aggcache/SpillManager.java,<init>,68-68,[            this.aggs = aggs;],,
MALICIOUS_CODE,EI_EXPOSE_REP2,org/apache/phoenix/cache/aggcache/SpillManager.java,setValue,86-86,[            this.aggs = arg0;],,
STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,org/apache/phoenix/cache/aggcache/SpillMap.java,doubleDirectory,191-191,[        newDirectory = null;],,
STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,org/apache/phoenix/cache/aggcache/SpillMap.java,redistribute,143-143,[        byteMap = null;],,
CORRECTNESS,IP_PARAMETER_IS_DEAD_BUT_OVERWRITTEN,org/apache/phoenix/cache/aggcache/SpillMap.java,doubleDirectory,194-194,[        b2Index = (keyNew.hashCode() & ((1 << globalDepth) - 1)) | (1 << globalDepth);],,
STYLE,UCF_USELESS_CONTROL_FLOW,org/apache/phoenix/cache/aggcache/SpillMap.java,get,208-208,[        if (!(key instanceof ImmutableBytesPtr)) {],,
STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,org/apache/phoenix/cache/aggcache/SpillMap.java,flushBuffer,383-383,[                buffer = null;],,
CORRECTNESS,DMI_INVOKING_TOSTRING_ON_ARRAY,org/apache/phoenix/cache/aggcache/SpillableGroupByCache.java,next,369-369,[                            + aggs.toString() + " value = " + Bytes.toStringBinary(value));],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/CreateIndexCompiler.java,,81-105,[        return new MutationPlan() {, ,             @Override,             public ParameterMetaData getParameterMetaData() {,                 return context.getBindManager().getParameterMetaData();,             }, ,             @Override,             public PhoenixConnection getConnection() {,                 return connection;,             }, ,             @Override,             public MutationState execute() throws SQLException {,                 return client.createIndex(create, splits);,             }, ,             @Override,             public ExplainPlan getExplainPlan() throws SQLException {,                 return new ExplainPlan(Collections.singletonList("CREATE INDEX"));,             }, ,             @Override,             public StatementContext getContext() {,                 return context;],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/CreateSequenceCompiler.java,,234-258,[        return new MutationPlan() {, ,             @Override,             public MutationState execute() throws SQLException {,                 return client.createSequence(sequence, startsWith, incrementBy, cacheSize, minValue, maxValue);,             }, ,             @Override,             public ExplainPlan getExplainPlan() throws SQLException {,                 return new ExplainPlan(Collections.singletonList("CREATE SEQUENCE"));,             }, ,             @Override,             public PhoenixConnection getConnection() {,                 return connection;,             }, ,             @Override,             public ParameterMetaData getParameterMetaData() {,                 return context.getBindManager().getParameterMetaData();,             }, ,             @Override,             public StatementContext getContext() {,                 return context;],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/CreateTableCompiler.java,,123-126,[                            new DelegateConnectionQueryServices(connection.getQueryServices()) {,                                 @Override,                                 public PMetaData addTable(PTable table) throws SQLException {,                                     return connection.addTable(table);],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/CreateTableCompiler.java,,165-195,[        return new MutationPlan() {, ,             @Override,             public ParameterMetaData getParameterMetaData() {,                 return context.getBindManager().getParameterMetaData();,             }, ,             @Override,             public MutationState execute() throws SQLException {,                 try {,                     return client.createTable(create, splits, parent, viewStatement, viewType, viewColumnConstants, isViewColumnReferenced);,                 } finally {,                     if (client.getConnection() != connection) {,                         client.getConnection().close();,                     },                 },             }, ,             @Override,             public ExplainPlan getExplainPlan() throws SQLException {,                 return new ExplainPlan(Collections.singletonList("CREATE TABLE"));,             }, ,             @Override,             public PhoenixConnection getConnection() {,                 return connection;,             },             ,             @Override,             public StatementContext getContext() {,                 return context;],,
BAD_PRACTICE,NP_BOOLEAN_RETURN_NULL,org/apache/phoenix/compile/CreateTableCompiler.java,defaultReturn,237-237,[            return null;],,
BAD_PRACTICE,NP_BOOLEAN_RETURN_NULL,org/apache/phoenix/compile/CreateTableCompiler.java,visitLeave,262-262,[                return null;],,
STYLE,DLS_DEAD_LOCAL_STORE,org/apache/phoenix/compile/DeleteCompiler.java,compile,292-292,[        Set<PTable> immutableIndex = Collections.emptySet();],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/DeleteCompiler.java,,419-451,[                mutationPlans.add(new MutationPlan() {,     ,                     @Override,                     public ParameterMetaData getParameterMetaData() {,                         return context.getBindManager().getParameterMetaData();,                     },     ,                     @Override,                     public MutationState execute() {,                         // We have a point lookup, so we know we have a simple set of fully qualified,                         // keys for our ranges,                         ScanRanges ranges = context.getScanRanges();,                         Iterator<KeyRange> iterator = ranges.getPointLookupKeyIterator(); ,                         Map<ImmutableBytesPtr,Map<PColumn,byte[]>> mutation = Maps.newHashMapWithExpectedSize(ranges.getPointLookupCount());,                         while (iterator.hasNext()) {,                             mutation.put(new ImmutableBytesPtr(iterator.next().getLowerRange()), PRow.DELETE_MARKER);,                         },                         return new MutationState(tableRef, mutation, 0, maxSize, connection);,                     },     ,                     @Override,                     public ExplainPlan getExplainPlan() throws SQLException {,                         return new ExplainPlan(Collections.singletonList("DELETE SINGLE ROW"));,                     },     ,                     @Override,                     public PhoenixConnection getConnection() {,                         return connection;,                     },     ,                     @Override,                     public StatementContext getContext() {,                         return context;],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/DeleteCompiler.java,,465-521,[                mutationPlans.add(new MutationPlan() {,     ,                     @Override,                     public PhoenixConnection getConnection() {,                         return connection;,                     },     ,                     @Override,                     public ParameterMetaData getParameterMetaData() {,                         return context.getBindManager().getParameterMetaData();,                     },     ,                     @Override,                     public StatementContext getContext() {,                         return context;,                     },     ,                     @Override,                     public MutationState execute() throws SQLException {,                         // TODO: share this block of code with UPSERT SELECT,                         ImmutableBytesWritable ptr = context.getTempPtr();,                         tableRef.getTable().getIndexMaintainers(ptr);,                         ServerCache cache = null;,                         try {,                             if (ptr.getLength() > 0) {,                                 IndexMetaDataCacheClient client = new IndexMetaDataCacheClient(connection, tableRef);,                                 cache = client.addIndexMetadataCache(context.getScanRanges(), ptr);,                                 byte[] uuidValue = cache.getId();,                                 context.getScan().setAttribute(PhoenixIndexCodec.INDEX_UUID, uuidValue);,                             },                             ResultIterator iterator = aggPlan.iterator();,                             try {,                                 Tuple row = iterator.next();,                                 final long mutationCount = (Long)projector.getColumnProjector(0).getValue(row, PLong.INSTANCE, ptr);,                                 return new MutationState(maxSize, connection) {,                                     @Override,                                     public long getUpdateCount() {,                                         return mutationCount;,                                     },                                 };,                             } finally {,                                 iterator.close();,                             },                         } finally {,                             if (cache != null) {,                                 cache.close();,                             },                         },                     },     ,                     @Override,                     public ExplainPlan getExplainPlan() throws SQLException {,                         List<String> queryPlanSteps =  aggPlan.getExplainPlan().getPlanSteps();,                         List<String> planSteps = Lists.newArrayListWithExpectedSize(queryPlanSteps.size()+1);,                         planSteps.add("DELETE ROWS");,                         planSteps.addAll(queryPlanSteps);,                         return new ExplainPlan(planSteps);],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/phoenix/compile/DeleteCompiler.java,,242-274,[        public MultiDeleteMutationPlan(@NotNull List<MutationPlan> plans) {,             Preconditions.checkArgument(!plans.isEmpty());,             this.plans = plans;,             this.firstPlan = plans.get(0);,         },         ,         @Override,         public StatementContext getContext() {,             return firstPlan.getContext();,         }, ,         @Override,         public ParameterMetaData getParameterMetaData() {,             return firstPlan.getParameterMetaData();,         }, ,         @Override,         public ExplainPlan getExplainPlan() throws SQLException {,             return firstPlan.getExplainPlan();,         }, ,         @Override,         public PhoenixConnection getConnection() {,             return firstPlan.getConnection();,         }, ,         @Override,         public MutationState execute() throws SQLException {,             MutationState state = firstPlan.execute();,             for (MutationPlan plan : plans.subList(1, plans.size())) {,                 plan.execute();,             },             return state;],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/DropSequenceCompiler.java,,44-68,[        return new MutationPlan() {           , ,             @Override,             public MutationState execute() throws SQLException {,                 return client.dropSequence(sequence);,             }, ,             @Override,             public ExplainPlan getExplainPlan() throws SQLException {,                 return new ExplainPlan(Collections.singletonList("DROP SEQUENCE"));,             }, ,             @Override,             public StatementContext getContext() {,                 return context;,             }, ,             @Override,             public PhoenixConnection getConnection() {,                 return connection;,             }, ,             @Override,             public ParameterMetaData getParameterMetaData() {                ,                 return PhoenixParameterMetaData.EMPTY_PARAMETER_META_DATA;],,
CORRECTNESS,NP_NULL_ON_SOME_PATH,org/apache/phoenix/compile/ExpressionCompiler.java,visitLeave,1233-1233,[        Object[] elements = (Object[]) java.lang.reflect.Array.newInstance(theArrayElemDataType.getJavaClass(), children.size());],,visitLeave,1213-1213,[        if (isChildTypeUnknown && arrayElemDataType != null && arrayElemDataType.isCoercibleTo(],,
STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,org/apache/phoenix/compile/ExpressionCompiler.java,getDeterminism,434-434,[        	determinism.combine(e.getDeterminism());],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/ExpressionCompiler.java,,716-744,[                new ArithmeticExpressionBinder() {,             @Override,             public PDatum getBindMetaData(int i, List<Expression> children, final Expression expression) {,                 PDataType type = expression.getDataType();,                 if (type != null && type.isCoercibleTo(PDate.INSTANCE)) {,                     return new PDatum() {,                         @Override,                         public boolean isNullable() {,                             return expression.isNullable();,                         },                         @Override,                         public PDataType getDataType() {,                             return PDecimal.INSTANCE;,                         },                         @Override,                         public Integer getMaxLength() {,                             return expression.getMaxLength();,                         },                         @Override,                         public Integer getScale() {,                             return expression.getScale();,                         },                         @Override,                         public SortOrder getSortOrder() {,                             return expression.getSortOrder();,                         },                     };,                 },                 return expression;],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/phoenix/compile/ExpressionCompiler.java,create,790-790,[                	return LiteralExpression.newConstant(null, theType, determinism);],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/ExpressionCompiler.java,,747-796,[        new ArithmeticExpressionFactory() {,             @Override,             public Expression create(ArithmeticParseNode node, List<Expression> children) throws SQLException {,                 boolean foundDate = false;,                 Determinism determinism = Determinism.ALWAYS;,                 PDataType theType = null;,                 for(int i = 0; i < children.size(); i++) {,                     Expression e = children.get(i);,                     determinism = determinism.combine(e.getDeterminism());,                     PDataType type = e.getDataType();,                     if (type == null) {,                         continue; ,                     } else if (type.isCoercibleTo(PTimestamp.INSTANCE)) {,                         if (foundDate) {,                             throw TypeMismatchException.newException(type, node.toString());,                         },                         if (theType == null || (theType != PTimestamp.INSTANCE && theType != PUnsignedTimestamp.INSTANCE)) {,                             theType = type;,                         },                         foundDate = true;,                     }else if (type == PDecimal.INSTANCE) {,                         if (theType == null || !theType.isCoercibleTo(PTimestamp.INSTANCE)) {,                             theType = PDecimal.INSTANCE;,                         },                     } else if (type.isCoercibleTo(PLong.INSTANCE)) {,                         if (theType == null) {,                             theType = PLong.INSTANCE;,                         },                     } else if (type.isCoercibleTo(PDouble.INSTANCE)) {,                         if (theType == null) {,                             theType = PDouble.INSTANCE;,                         },                     } else {,                         throw TypeMismatchException.newException(type, node.toString());,                     },                 },                 if (theType == PDecimal.INSTANCE) {,                     return new DecimalAddExpression(children);,                 } else if (theType == PLong.INSTANCE) {,                     return new LongAddExpression(children);,                 } else if (theType == PDouble.INSTANCE) {,                     return new DoubleAddExpression(children);,                 } else if (theType == null) {,                 	return LiteralExpression.newConstant(null, theType, determinism);,                 } else if (theType == PTimestamp.INSTANCE || theType == PUnsignedTimestamp.INSTANCE) {,                     return new TimestampAddExpression(children);,                 } else if (theType.isCoercibleTo(PDate.INSTANCE)) {,                     return new DateAddExpression(children);,                 } else {,                     throw TypeMismatchException.newException(theType, node.toString());],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/ExpressionCompiler.java,,809-868,[        return visitLeave(node, children, new ArithmeticExpressionBinder() {,             @Override,             public PDatum getBindMetaData(int i, List<Expression> children,,                     final Expression expression) {,                 final PDataType type;,                 // If we're binding the first parameter and the second parameter,                 // is a date,                 // we know that the first parameter must be a date type too.,                 if (i == 0 && (type = children.get(1).getDataType()) != null,                         && type.isCoercibleTo(PDate.INSTANCE)) {,                     return new PDatum() {,                         @Override,                         public boolean isNullable() {,                             return expression.isNullable();,                         },                         @Override,                         public PDataType getDataType() {,                             return type;,                         },                         @Override,                         public Integer getMaxLength() {,                             return expression.getMaxLength();,                         },                         @Override,                         public Integer getScale() {,                             return expression.getScale();,                         },                         @Override,                         public SortOrder getSortOrder() {,                             return expression.getSortOrder();,                         }                        ,                     };,                 } else if (expression.getDataType() != null,                         && expression.getDataType().isCoercibleTo(,                     PDate.INSTANCE)) {,                     return new PDatum() { // Same as with addition,                         @Override,                         public boolean isNullable() {,                             return expression.isNullable();,                         },                         @Override,                         public PDataType getDataType() {,                             return PDecimal.INSTANCE;,                         },                         @Override,                         public Integer getMaxLength() {,                             return expression.getMaxLength();,                         },                         @Override,                         public Integer getScale() {,                             return expression.getScale();,                         },                         @Override,                         public SortOrder getSortOrder() {,                             return expression.getSortOrder();,                         },                     };,                 },                 // Otherwise just go with what was calculated for the expression,                 return expression;],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/phoenix/compile/ExpressionCompiler.java,create,963-963,[                	return LiteralExpression.newConstant(null, theType, determinism);],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/ExpressionCompiler.java,,870-969,[        }, new ArithmeticExpressionFactory() {,             @Override,             public Expression create(ArithmeticParseNode node,,                     List<Expression> children) throws SQLException {,                 int i = 0;,                 PDataType theType = null;,                 Expression e1 = children.get(0);,                 Expression e2 = children.get(1);,                 Determinism determinism = e1.getDeterminism().combine(e2.getDeterminism());,                 PDataType type1 = e1.getDataType();,                 PDataType type2 = e2.getDataType();,                 // TODO: simplify this special case for DATE conversion,                 /**,                  * For date1-date2, we want to coerce to a LONG because this,                  * cannot be compared against another date. It has essentially,                  * become a number. For date1-5, we want to preserve the DATE,                  * type because this can still be compared against another date,                  * and cannot be multiplied or divided. Any other time occurs is,                  * an error. For example, 5-date1 is an error. The nulls occur if,                  * we have bind variables.,                  */,                 boolean isType1Date = ,                         type1 != null ,                         && type1 != PTimestamp.INSTANCE,                         && type1 != PUnsignedTimestamp.INSTANCE,                         && type1.isCoercibleTo(PDate.INSTANCE);,                 boolean isType2Date = ,                         type2 != null,                         && type2 != PTimestamp.INSTANCE,                         && type2 != PUnsignedTimestamp.INSTANCE,                         && type2.isCoercibleTo(PDate.INSTANCE);,                 if (isType1Date || isType2Date) {,                     if (isType1Date && isType2Date) {,                         i = 2;,                         theType = PDecimal.INSTANCE;,                     } else if (isType1Date && type2 != null,                             && type2.isCoercibleTo(PDecimal.INSTANCE)) {,                         i = 2;,                         theType = PDate.INSTANCE;,                     } else if (type1 == null || type2 == null) {,                         /*,                          * FIXME: Could be either a Date or BigDecimal, but we,                          * don't know if we're comparing to a date or a number,                          * which would be disambiguate it.,                          */,                         i = 2;,                         theType = null;,                     },                 } else if(type1 == PTimestamp.INSTANCE || type2 == PTimestamp.INSTANCE) {,                     i = 2;,                     theType = PTimestamp.INSTANCE;,                 } else if(type1 == PUnsignedTimestamp.INSTANCE || type2 == PUnsignedTimestamp.INSTANCE) {,                     i = 2;,                     theType = PUnsignedTimestamp.INSTANCE;,                 },                 ,                 for (; i < children.size(); i++) {,                     // This logic finds the common type to which all child types are coercible,                     // without losing precision.,                     Expression e = children.get(i);,                     determinism = determinism.combine(e.getDeterminism());,                     PDataType type = e.getDataType();,                     if (type == null) {,                         continue;,                     } else if (type.isCoercibleTo(PLong.INSTANCE)) {,                         if (theType == null) {,                             theType = PLong.INSTANCE;,                         },                     } else if (type == PDecimal.INSTANCE) {,                         // Coerce return type to DECIMAL from LONG or DOUBLE if DECIMAL child found,,                         // unless we're doing date arithmetic.,                         if (theType == null,                                 || !theType.isCoercibleTo(PDate.INSTANCE)) {,                             theType = PDecimal.INSTANCE;,                         },                     } else if (type.isCoercibleTo(PDouble.INSTANCE)) {,                         // Coerce return type to DOUBLE from LONG if DOUBLE child found,,                         // unless we're doing date arithmetic or we've found another child of type DECIMAL,                         if (theType == null,                                 || (theType != PDecimal.INSTANCE && !theType.isCoercibleTo(PDate.INSTANCE) )) {,                             theType = PDouble.INSTANCE;,                         },                     } else {,                         throw TypeMismatchException.newException(type, node.toString());,                     },                 },                 if (theType == PDecimal.INSTANCE) {,                     return new DecimalSubtractExpression(children);,                 } else if (theType == PLong.INSTANCE) {,                     return new LongSubtractExpression(children);,                 } else if (theType == PDouble.INSTANCE) {,                     return new DoubleSubtractExpression(children);,                 } else if (theType == null) {,                 	return LiteralExpression.newConstant(null, theType, determinism);,                 } else if (theType == PTimestamp.INSTANCE || theType == PUnsignedTimestamp.INSTANCE) {,                     return new TimestampSubtractExpression(children);,                 } else if (theType.isCoercibleTo(PDate.INSTANCE)) {,                     return new DateSubtractExpression(children);,                 } else {,                     throw TypeMismatchException.newException(theType, node.toString());],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/phoenix/compile/ExpressionCompiler.java,,982-1014,[        return visitLeave(node, children, null, new ArithmeticExpressionFactory() {,             @Override,             public Expression create(ArithmeticParseNode node, List<Expression> children) throws SQLException {,                 PDataType theType = null;,                 Determinism determinism = Determinism.ALWAYS;,                 for(int i = 0; i < children.size(); i++) {,                     Expression e = children.get(i);,                     determinism = determinism.combine(e.getDeterminism());,                     PDataType type = e.getDataType();,                     if (type == null) {,                         continue;,                     } else if (type == PDecimal.INSTANCE) {,                         theType = PDecimal.INSTANCE;,                     } else if (type.isCoercibleTo(PLong.INSTANCE)) {,                         if (theType == null) {,                             theType = PLong.INSTANCE;,                         },                     } else if (type.isCoercibleTo(PDouble.INSTANCE)) {,                         if (theType == null) {,                             theType = PDouble.INSTANCE;,                         },                     } else {,                         throw TypeMismatchException.newException(type, node.toString());,                     },                 },                 if (theType == PDecimal.INSTANCE) {,                   return new DecimalMultiplyExpression( children);,                 } else if (theType == PLong.INSTANCE) {,                   return new LongMultiplyExpression( children);,                 } else if (theType == PDouble.INSTANCE) {,                   return new DoubleMultiplyExpression( children);,                 } else {,                   return LiteralExpression.newConstant(null, theType, determinism);],,
