canonical_id,F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-long[],F16-Operation,F16-T,F16-Map<String String>,F16-long,F16-Boolean,F16-Token,F16-Object,F16-NA,F16-void,F16-int,F16-SSLSocket,F16-boolean,F16-Double,F16-RunnableFuture<T>,F16-String,F16-Integer,F16-Long,F16-KsDef,F16-Deflater,F3-NA,F3-EncryptionOptions,F3-UTF8Type.instance,F3-UpdateParameters,F3-SetType,F3-ColumnNameBuilder,F3-byte[],F3-boolean,F3-ColumnFamily,F3-Term,F3-RandomStringGenerator,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-ListType,F3-FilterTestHelper.spec.bucketsPerElement,F3-BitSet,F3-input,F7--,F7-++,F7---,F7-%,F7-+=,F7-NA,F7-*=,F7-*,F7-+,F7-^=,F12-long,F12-int,F12-FixedValueComparator,F12-Map<AbstractType ReversedType>,F12-NA,F12-boolean,F12-CounterColumnType,F12-Map<Map<ByteBuffer CollectionType> ColumnToCollectionType>,F12-TField,F12-Factory,F12-UTF8Type,F12-String,F12-TimeUUIDType,F12-Int32Type,F12-FloatType,F12-List<AbstractType>,F12-LongType,F12-TStruct,F12-EmptyType,F12-AbstractType,F17-static,F17-final,F17-static-final,F17-NA,F2-Process,F2-NA,F2-Map<String String>,F2-DataInput,F2-DataOutput,F2-SSLFactory,F2-ArrayList<AbstractType>,F2-PrintStream,F2-CqlLexer,F2-CliLexer,F2-DirectoriesTest,F2-String,F2-ByteBuffer,F2-System,F2-CqlParser,F2-Boolean,F2-SocketFactory,F2-OrderPreservingPartitioner,F2-ThreadPoolExecutor,F2-File,F6-NA,F6-java.lang.Long,F6-java.io.FileOutputStream,F6-KeyGenerator.RandomStringGenerator,F6-org.apache.cassandra.db.marshal.InetAddressType,F6-java.util.concurrent.ConcurrentLinkedQueue<java.lang.Long>,F6-org.apache.cassandra.cql3.operations.ColumnOperation,F6-org.apache.cassandra.cql3.operations.SetOperation,F6-org.apache.cassandra.io.compress.CompressedSequentialWriter,F6-java.lang.IllegalStateException,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.File,F6-java.lang.String,F6-org.apache.cassandra.cql3.operations.ListOperation,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.thrift.protocol.TField,F6-org.apache.cassandra.db.QueryPath,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-bytes,F1-size,F1-NA,F1-add,F1-pushFollow,F1-write,F1-println,F1-assertEquals,F1-getFilter,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-toUpperCase,F1-match,F1-createTempFile,F1-LT,F1-seek,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.util.AbstractQueue,F5-java.util.concurrent.FutureTask,F5-AbstractType,F5-AbstractColumnContainer,F5-java.io.FilterOutputStream,F5-java.io.InputStream,F5-java.lang.Number,F5-Factory,F5-AbstractCommutativeType,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.io.OutputStream,F5-AbstractIterator,F9-row_cache_size,F9-bloom_filter_fp_chance,F9-key_cache_size,F9-bytes,F9-text,F9-isToken,F9-keyspaceName,F9-timeSinceWrite,F9-n,F9-dclocal_read_repair_chance,F9-thread,F9-sendLats,F9-NA,F9-r,F9-path,F9-bindIndex,F9-type,F9-w,F9-keySpace,F9-columnFamilyName,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-ByteBuffer,F4-long,F4-PrintStream,F4-SSLContext,F4-KsDef,F4-UUID,F4-Socket,F4-File,F4-void,F4-Operation,F4-int,F4-String,F4-BigInteger,F4-byte,F4-SelectStatement,F8-ColumnFamilyMetricNameFactory,F8-CliClient,F8-Term,F8-MessageLatencyCollection,F8-MD5Digest,F8-PBSPredictionResult,F8-NA,F8-Invocation,F8-ThreadPoolMetricNameFactory,F8-CfDef,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-COUNT_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-instances,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-KEYSPACE_FIELD_DESC,F11-START_TOKEN_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-KS_DEF_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-eevans@sym-link.com,F71-xedin@apache.org,F71-junrao@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-johan@apache.org,F71-mor.yuki@gmail.com,F71-pmalik@apache.org,F71-jakers@gmail.com,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-slebresne@apache.org,F71-goffinet@apache.org,F74,F73,F84,F146,pattern_0,pattern_1,pattern_2,pattern_3,pattern_4,pattern_5,pattern_6,pattern_7,pattern_8,pattern_9,pattern_10,pattern_11,pattern_12,pattern_13,pattern_14,pattern_15,pattern_16,pattern_17,pattern_18,pattern_19,category
cassandra-B-169,13797,org/apache/cassandra/cli,org/apache/cassandra/cli/CliSessionState.java,1400,true,9,5,9494,1,0,296,1,99,0.9230769230769231,57,23,0.40350877192982454,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,STYLE,0.028846153846153848,REC_CATCH_EXCEPTION,20,3,1,0.1150317572335921,0.0014114326040931546,7.057163020465773E-4,-1.0,0.34615384615384615,0.009430473372781065,0.12643678160919541,0.42773363918857626,-0.3076923076923077,0.0,0.040342298288508556,0.42773363918857626,-0.9183673469387755,-1.0,13,4146,734,11007,88,0.03422288917526546,2,21,67,111,0.055387214127118035,0,0,0,0,1,0,7,0.0,9,0,1,0,0,6,0,0,0.0,122,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6929,13797,70,6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-170,13797,org/apache/cassandra/cli,org/apache/cassandra/cli/CliSessionState.java,1400,true,0,5,9494,1,8,296,1,99,0.6373626373626373,57,23,0.40350877192982454,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,2,STYLE,0.0073964497041420114,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,18,2,0,0.1150317572335921,0.0014114326040931546,0.0,0.0,0.6666666666666666,0.00925925925925926,0.12643678160919541,0.42773363918857626,0.3333333333333333,0.0,0.040342298288508556,0.42773363918857626,-0.9183673469387755,-1.0,23,6936,1400,13797,88,0.03422288917526546,2,21,67,111,0.055387214127118035,0,0,0,0,1,0,7,0.0,9,0,1,0,0,6,0,0,0.0,122,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,6929,13797,70,6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-171,13797,org/apache/cassandra/cli,org/apache/cassandra/cli/CliOptions.java,1400,true,0,3,9494,3,16,296,1,99,0.6538461538461539,199,48,0.24120603015075376,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,3,STYLE,0.0073964497041420114,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,18,2,0,0.1150317572335921,0.002117148906139732,0.0,0.0,0.6666666666666666,0.00925925925925926,0.12643678160919541,0.42773363918857626,0.3333333333333333,0.0,0.040342298288508556,0.42773363918857626,-0.9183673469387755,0.0,12,3961,706,10822,88,0.26666666666666666,2,21,67,111,0.055387214127118035,0,0,0,0,0,0,63,0.0,63,0,0,0,0,63,0,0,0.0,345,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7153,13797,70,6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-172,7394,org/apache/cassandra/cli,org/apache/cassandra/cli/CliTest.java,117,true,2,2,9494,1,0,296,1,99,0.7665615141955836,276,28,0.10144927536231885,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,4,BAD_PRACTICE,0.0036982248520710057,DE_MIGHT_IGNORE,19,3,4,0.1150317572335921,0.0028228652081863093,0.0028228652081863093,0.0,0.0,0.0,0.06785714285714285,0.6788593294460643,-1.0,0.0,0.023227383863080684,0.6788593294460643,-0.9183673469387755,0.0,23,2540,505,9401,88,0.0,2,21,67,111,0.055387214127118035,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,584,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7394,13797,70,6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-173,7394,org/apache/cassandra/cli,org/apache/cassandra/cli/CliTest.java,117,true,4,2,9494,1,0,296,1,99,0.804416403785489,276,28,0.10144927536231885,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,4,I18N,0.051775147928994084,DM_DEFAULT_ENCODING,19,1,4,0.1150317572335921,0.0028228652081863093,0.0028228652081863093,0.0,0.5833333333333334,0.12152777777777778,0.3170731707317073,0.011861908794940493,0.16666666666666666,0.0,0.01589242053789731,0.011861908794940493,-0.9183673469387755,0.0,61,4542,804,11403,88,0.0,2,21,67,111,0.055387214127118035,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,584,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,7394,13797,70,6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-174,7394,org/apache/cassandra/cli,org/apache/cassandra/cli/CliTest.java,117,true,4,2,9494,1,0,296,1,99,0.7397476340694006,276,28,0.10144927536231885,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,4,I18N,0.051775147928994084,DM_DEFAULT_ENCODING,19,1,4,0.1150317572335921,0.0028228652081863093,0.0028228652081863093,0.0,0.5833333333333334,0.12152777777777778,0.3170731707317073,0.011861908794940493,0.16666666666666666,0.0,0.01589242053789731,0.011861908794940493,-0.9183673469387755,0.0,61,4542,804,11403,88,0.0,2,21,67,111,0.055387214127118035,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,584,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,7394,13797,70,6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-175,7394,org/apache/cassandra/cli,org/apache/cassandra/cli/CliTest.java,117,true,2,2,9494,1,0,296,1,99,0.7665615141955836,276,28,0.10144927536231885,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,4,STYLE,0.028846153846153848,REC_CATCH_EXCEPTION,20,3,4,0.1150317572335921,0.0028228652081863093,0.0028228652081863093,0.0,0.34615384615384615,0.009430473372781065,0.12643678160919541,0.42773363918857626,-0.3076923076923077,0.0,0.040342298288508556,0.42773363918857626,-0.9183673469387755,0.0,23,2540,505,9401,88,0.0,2,21,67,111,0.055387214127118035,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,584,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7394,13797,70,6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-176,8216,org/apache/cassandra/cli,org/apache/cassandra/cli/CliUtils.java,311,true,14,6,9494,1,8,296,5,99,0.8934426229508197,68,42,0.6176470588235294,0.14285714285714285,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1,I18N,0.030325443786982247,DM_CONVERT_CASE,20,3,1,0.1150317572335921,7.057163020465773E-4,7.057163020465773E-4,-1.0,0.20689655172413793,0.08204518430439953,0.3170731707317073,0.011861908794940493,-0.5862068965517241,0.0,0.01589242053789731,0.011861908794940493,-0.9183673469387755,-1.0,3,2468,491,9329,88,0.0,2,21,67,111,0.055387214127118035,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1406,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8211,13797,70,6877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-177,7153,org/apache/cassandra/cli/transport,org/apache/cassandra/cli/transport/SSLTransportFactory.java,74,true,12,1,32,1,12,3,2,3,0.8297872340425532,27,17,0.6296296296296297,0.5,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,CORRECTNESS,7.396449704142012E-4,IP_PARAMETER_IS_DEAD_BUT_OVERWRITTEN,11,3,1,7.057163020465773E-4,7.057163020465773E-4,7.057163020465773E-4,0.0,0.0,0.0,0.17647058823529413,0.32179930795847744,0.0,0.0,0.003667481662591687,0.32179930795847744,0.0,0.0,1,292,74,7153,74,0.5248803827751196,0,76,-2,150,0.2541638533850004,0,0,0,0,45,0,44,0.0,89,0,0,0,0,-1,0,0,0.0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7099,13797,81,6891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,close
cassandra-B-178,11823,org/apache/cassandra/client,org/apache/cassandra/client/RingCache.java,872,true,3,5,120,1,8,8,1,2,0.8548387096774194,85,24,0.2823529411764706,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,STYLE,0.005917159763313609,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.0028228652081863093,7.057163020465773E-4,7.057163020465773E-4,-1.0,0.0,0.0,0.12643678160919541,0.42773363918857626,-1.0,0.0,0.040342298288508556,0.42773363918857626,-1.0,-1.0,15,4672,826,11533,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1405,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,8219,13797,1406,8211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
cassandra-B-179,8481,org/apache/cassandra/client,org/apache/cassandra/client/TestRingCache.java,357,true,62,3,120,1,12,8,13,2,0.9262295081967213,79,29,0.3670886075949367,0.45161290322580644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,I18N,0.051775147928994084,DM_DEFAULT_ENCODING,19,1,2,0.0028228652081863093,0.002117148906139732,0.0014114326040931546,0.0,0.5833333333333334,0.12152777777777778,0.3170731707317073,0.011861908794940493,0.16666666666666666,0.0,0.01589242053789731,0.011861908794940493,-1.0,0.0,15,4962,872,11823,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1406,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8211,13797,1406,8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
cassandra-B-180,8481,org/apache/cassandra/client,org/apache/cassandra/client/TestRingCache.java,357,true,31,3,120,1,12,8,7,2,0.8524590163934426,79,29,0.3670886075949367,0.6129032258064516,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,I18N,0.051775147928994084,DM_DEFAULT_ENCODING,19,1,2,0.0028228652081863093,0.002117148906139732,0.0014114326040931546,0.0,0.5833333333333334,0.12152777777777778,0.3170731707317073,0.011861908794940493,0.16666666666666666,0.0,0.01589242053789731,0.011861908794940493,-1.0,0.0,12,4520,802,11381,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,1406,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,8211,13797,1406,8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,open
