F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-List<String>,F16-List<PeekingResultIterator>,F16-PDataType,F16-Expression,F16-Boolean,F16-PMetaData,F16-PreparedStatement,F16-NA,F16-void,F16-int,F16-boolean,F16-String,F16-Date,F16-ParseNode,F16-KeyRange,F16-PhoenixArray,F16-MutationState,F16-Void,F16-PhoenixConnection,F16-ParameterMetaData,F3-TEST_PROPERTIES,F3-NA,F3-SortOrder.DESC,F3-SortOrder.ASC,F3-null,F3-byte[],F3-getUrl(),F3-Object,F3-boolean,F3-PhoenixArray,F3-String,F3-long,F3-int,F3-Properties,F3-List<ParseNode>,F3-BitSet,F3-PreparedStatement,F3-input,F3-Connection,F3-PDataType,F7-|,F7--,F7-++,F7-|=,F7-%,F7-+=,F7-NA,F7-*,F7-/=,F7-+,F12-long,F12-int,F12-PTimestamp,F12-PDouble,F12-NA,F12-VerifyingIndexCodec,F12-Queue<TableStateVerifier>,F12-boolean,F12-List<FunctionArgument>,F12-HTable,F12-PName,F12-BigDecimal,F12-Tuple,F12-byte[],F12-String,F12-KeySlot,F12-PInteger,F12-PBoolean,F12-KeyRange,F12-PeekingResultIterator,F17-static,F17-final,F17-static-final,F17-NA,F2-ResultSet,F2-StringToArrayFunctionTest,F2-Class,F2-ArrayPrependFunctionTest,F2-QueryCompilerTest,F2-RowValueConstructorIT,F2-NA,F2-ToCharFunctionIT,F2-BigDecimal,F2-TenantIdTypeIT,F2-Wrapper,F2-Object,F2-Connection,F2-String,F2-PhoenixUtil,F2-PreparedStatement,F2-QueryMoreIT,F2-DriverManager,F2-Statement,F2-File,F6-java.sql.Date,F6-org.apache.phoenix.coprocessor.Delete,F6-NA,F6-org.apache.phoenix.expression.PhoenixArray,F6-java.io.FileOutputStream,F6-java.util.HashMap<java.lang.String java.lang.Object>,F6-java.util.Properties,F6-java.math.BigDecimal,F6-java.io.PrintWriter,F6-org.apache.phoenix.hbase.index.balancer.HBaseAdmin,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-PhoenixArray.PrimitiveBytePhoenixArray,F6-java.util.concurrent.CountDownLatch,F6-java.lang.Double,F6-java.io.BufferedReader,F6-org.apache.phoenix.schema.types.PhoenixArray,F6-org.apache.phoenix.mapreduce.Path,F6-org.apache.phoenix.expression.ImmutableBytesPtr,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-final-final,F14-NA,F14-final,F1-executeQuery,F1-NA,F1-close,F1-prepareStatement,F1-getUrl,F1-pushFollow,F1-deepCopy,F1-execute,F1-get,F1-getConnection,F1-format,F1-test,F1-toUpperCase,F1-match,F1-nextConnection,F1-getSqlType,F1-closeStmtAndConn,F1-toObject,F1-createStatement,F1-assertTrue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-PDataType,F5-java.io.Writer,F5-java.util.zip.ZipOutputStream,F5-java.text.NumberFormat,F5-PWholeNumber,F5-PhoenixStatement,F5-java.util.Hashtable,F5-PSmallint.ShortCodec,F5-BaseCodec,F5-java.util.Date,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-PRealNumber,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-duration,F9-query,F9-tableName,F9-columns,F9-intersection,F9-a,F9-b,F9-hbaseRootDir,F9-startTime,F9-statement,F9-msg,F9-minKey,F9-info,F9-firstPlan,F9-end,F9-fs,F9-rowCount,F9-NA,F9-conf,F9-parameterCount,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-Connection,F4-byte[],F4-ResultSetMetaData,F4-void,F4-Array,F4-List,F4-Map<String Object>,F4-T,F4-String,F4-int,F4-Class,F4-QueryPlan,F8-RunTime,F8-KeyRangeCoalesceTest,F8-MultiDeleteMutationPlan,F8-ColumnReference,F8-WALReplayWithIndexWritesAndCompressedWALIT,F8-QueryVerifier,F8-StatisticsCollector,F8-Info,F8-Scenario,F8-PhoenixConnection,F8-PairInt,F8-PhoenixPreparedStatement,F8-PhoenixPigDBWritable,F8-KeyRangeUnionTest,F8-PhoenixHBaseLoader,F8-ListMatchingVerifier,F8-MultiMutation,F8-NA,F8-KeyRangeIntersectTest,F8-CompressedIndexKeyValueDecoder,F11-onConditions,F11-rowCount,F11-tuple,F11-NA,F11-numRecordsRead,F11-delegate,F11-elapsedDurationInMs,F11-MAX_DOUBLE_AS_BIG_DECIMAL,F11-kvBuilder,F11-args,F11-functionName,F11-INSTANCE,F11-className,F11-type,F11-startTime,F11-put,F11-singleValueOnly,F11-slot,F11-jarPath,F11-table,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ramkrishna.s.vasudevan@intel.com,F71-jtaylor@salesforce.com,F71-jamestaylor@apache.org,F71-tdsilva@salesforce.com,F71-ndimiduk@apache.org,F71-twdsilva@gmail.com,F71-samarth.jain@salesforce.com,F71-jeffreyz@apache.org,F71-jyates@apache.org,F71-enis@apache.org,F71-maryannxue@apache.org,F71-jzhong@JZhongs-MacBook-Pro.local,F71-elilevine@apache.org,F71-stoens@apache.org,F71-rajeshbabu.chintaguntla@huawei.com,F71-gabrielr@ngdata.com,F71-rajeshbabu@apache.org,F71-ramkrishna.s.vasudevan@gmail.com,F71-mujtaba@apache.org,F71-wei.xue@intel.com,F74,F73,F84,F146,category
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/AlterTableIT.java,569,true,55,55,35340,1,8,1910,1,174,0.07642357642357642,1749,58,0.03316180674671241,0.05454545454545454,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,101,BAD_PRACTICE,0.16414590747330962,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.6451221157738497,0.013628390230738092,1.3493455673998112E-4,-1.0,0.21138211382113822,0.005556657192588186,0.16363636363636364,0.1859508090530732,-0.5745257452574526,0.0,0.0400355871886121,429.5872727272727,-0.9401798786864672,-0.8613861386138614,28,892,569,1789,6053,0.41149523561701545,5,66,5987,6124,0.10189072331955966,1200,56,62,1318,14,1144,78,0.38199645850821073,93,34885,1,4226,409,64,39520,30659,0.2122651583315855,62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1977,6,904,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/AlterTableIT.java,569,true,90,55,35340,1,8,1910,1,174,0.2842157842157842,1749,58,0.03316180674671241,0.03333333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,101,BAD_PRACTICE,0.16414590747330962,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,2,0.6451221157738497,0.013628390230738092,2.6986911347996224E-4,0.0,0.21138211382113822,0.005556657192588186,0.16363636363636364,0.1859508090530732,-0.5745257452574526,0.0,0.0400355871886121,429.5872727272727,-0.9401798786864672,-0.8613861386138614,28,892,569,1789,6053,0.41149523561701545,5,66,5987,6124,0.10189072331955966,1200,56,62,1318,14,1144,78,0.38199645850821073,93,34885,1,4226,409,64,39520,30659,0.2122651583315855,62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1977,6,904,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/AlterTableIT.java,569,true,18,55,35340,1,8,1910,1,174,0.9315684315684316,1749,58,0.03316180674671241,0.2222222222222222,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,101,BAD_PRACTICE,0.16414590747330962,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.6451221157738497,0.013628390230738092,1.3493455673998112E-4,-1.0,0.21138211382113822,0.005556657192588186,0.16363636363636364,0.1859508090530732,-0.5745257452574526,0.0,0.0400355871886121,429.5872727272727,-0.9401798786864672,-0.8613861386138614,28,892,569,1789,6053,0.41149523561701545,5,66,5987,6124,0.10189072331955966,1200,56,62,1318,14,1144,78,0.38199645850821073,93,34885,1,4226,409,64,39520,30659,0.2122651583315855,62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1977,6,904,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/AlterTableIT.java,569,true,19,55,35340,1,8,1910,1,174,0.045454545454545456,1749,58,0.03316180674671241,0.15789473684210525,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,101,BAD_PRACTICE,0.16414590747330962,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.6451221157738497,0.013628390230738092,1.3493455673998112E-4,-1.0,0.21138211382113822,0.005556657192588186,0.16363636363636364,0.1859508090530732,-0.5745257452574526,0.0,0.0400355871886121,429.5872727272727,-0.9401798786864672,-0.8613861386138614,28,892,569,1789,6053,0.41149523561701545,5,66,5987,6124,0.10189072331955966,1200,56,62,1318,14,1144,78,0.38199645850821073,93,34885,1,4226,409,64,39520,30659,0.2122651583315855,62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1977,6,904,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/AlterTableIT.java,569,true,219,55,35340,1,12,1910,1,174,0.3864468864468864,1749,58,0.03316180674671241,0.1415525114155251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,101,BAD_PRACTICE,0.16414590747330962,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.6451221157738497,0.013628390230738092,1.3493455673998112E-4,-1.0,0.21138211382113822,0.005556657192588186,0.16363636363636364,0.1859508090530732,-0.5745257452574526,0.0,0.0400355871886121,429.5872727272727,-0.9401798786864672,-0.8613861386138614,28,892,569,1789,6053,0.41149523561701545,5,66,5987,6124,0.10189072331955966,1200,56,62,1318,14,1144,78,0.38199645850821073,93,34885,1,4226,409,64,39520,30659,0.2122651583315855,62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1977,6,904,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/AlterTableIT.java,569,true,15,55,35340,1,8,1910,1,174,0.26723276723276723,1749,58,0.03316180674671241,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,101,BAD_PRACTICE,0.16414590747330962,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.6451221157738497,0.013628390230738092,1.3493455673998112E-4,-1.0,0.21138211382113822,0.005556657192588186,0.16363636363636364,0.1859508090530732,-0.5745257452574526,0.0,0.0400355871886121,429.5872727272727,-0.9401798786864672,-0.8613861386138614,28,892,569,1789,6053,0.41149523561701545,5,66,5987,6124,0.10189072331955966,1200,56,62,1318,14,1144,78,0.38199645850821073,93,34885,1,4226,409,64,39520,30659,0.2122651583315855,62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1977,6,904,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/AlterTableIT.java,569,true,80,55,35340,1,8,1910,1,174,0.4140859140859141,1749,58,0.03316180674671241,0.0375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,101,BAD_PRACTICE,0.16414590747330962,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,2,0.6451221157738497,0.013628390230738092,2.6986911347996224E-4,-1.0,0.21138211382113822,0.005556657192588186,0.16363636363636364,0.1859508090530732,-0.5745257452574526,0.0,0.0400355871886121,429.5872727272727,-0.9401798786864672,-0.8613861386138614,28,892,569,1789,6053,0.41149523561701545,5,66,5987,6124,0.10189072331955966,1200,56,62,1318,14,1144,78,0.38199645850821073,93,34885,1,4226,409,64,39520,30659,0.2122651583315855,62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1977,6,904,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/AlterTableIT.java,569,true,16,55,35340,1,8,1910,1,174,0.3386613386613387,1749,58,0.03316180674671241,0.1875,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,101,BAD_PRACTICE,0.16414590747330962,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.6451221157738497,0.013628390230738092,1.3493455673998112E-4,-1.0,0.21138211382113822,0.005556657192588186,0.16363636363636364,0.1859508090530732,-0.5745257452574526,0.0,0.0400355871886121,429.5872727272727,-0.9401798786864672,-0.8613861386138614,28,892,569,1789,6053,0.41149523561701545,5,66,5987,6124,0.10189072331955966,1200,56,62,1318,14,1144,78,0.38199645850821073,93,34885,1,4226,409,64,39520,30659,0.2122651583315855,62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1977,6,904,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/AlterTableIT.java,569,true,22,55,35340,1,0,1910,1,174,0.8541458541458542,1749,58,0.03316180674671241,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,101,BAD_PRACTICE,0.16414590747330962,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.6451221157738497,0.013628390230738092,1.3493455673998112E-4,-1.0,0.21138211382113822,0.005556657192588186,0.16363636363636364,0.1859508090530732,-0.5745257452574526,0.0,0.0400355871886121,429.5872727272727,-0.9401798786864672,-0.8613861386138614,28,892,569,1789,6053,0.41149523561701545,5,66,5987,6124,0.10189072331955966,1200,56,62,1318,14,1144,78,0.38199645850821073,93,34885,1,4226,409,64,39520,30659,0.2122651583315855,62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1977,6,904,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/AlterTableIT.java,569,true,24,55,35340,1,0,1910,1,174,0.8681318681318682,1749,58,0.03316180674671241,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,101,BAD_PRACTICE,0.16414590747330962,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.6451221157738497,0.013628390230738092,1.3493455673998112E-4,-1.0,0.21138211382113822,0.005556657192588186,0.16363636363636364,0.1859508090530732,-0.5745257452574526,0.0,0.0400355871886121,429.5872727272727,-0.9401798786864672,-0.8613861386138614,28,892,569,1789,6053,0.41149523561701545,5,66,5987,6124,0.10189072331955966,1200,56,62,1318,14,1144,78,0.38199645850821073,93,34885,1,4226,409,64,39520,30659,0.2122651583315855,62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1977,6,904,open
1789,org/apache/phoenix/end2end,org/apache/phoenix/end2end/AlterTableIT.java,569,true,39,55,35340,1,0,1910,1,174,0.8291708291708292,1749,58,0.03316180674671241,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4781,101,BAD_PRACTICE,0.16414590747330962,ODR_OPEN_DATABASE_RESOURCE_EXCEPTION_PATH,19,3,1,0.6451221157738497,0.013628390230738092,1.3493455673998112E-4,-1.0,0.21138211382113822,0.005556657192588186,0.16363636363636364,0.1859508090530732,-0.5745257452574526,0.0,0.0400355871886121,429.5872727272727,-0.9401798786864672,-0.8613861386138614,28,892,569,1789,6053,0.41149523561701545,5,66,5987,6124,0.10189072331955966,1200,56,62,1318,14,1144,78,0.38199645850821073,93,34885,1,4226,409,64,39520,30659,0.2122651583315855,62,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,957,1977,6,904,open
