canonical_id,F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-Enumeration,F16-URL[],F16-String,F16-InputStream,F16-Resource,F16-Reader,F16-PrintStream,F16-Iterator<Resource>,F16-File,F16-Map<URL Location>,F16-DateFormat,F3-NA,F3-Class,F3-Integer,F3-Long,F3-PrintStream,F3-File,F3-InputStream,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-String,F3-long,F3-int,F3-String[],F3-Project.MSG_DEBUG,F7--,F7-/,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-List<ResourceComparator>,F12-Object,F12-NA,F12-List<NameEntry>,F12-boolean,F12-String,F12-AssertionFailedError,F12-Vector<Object>,F12-URL,F12-File,F12-Feature,F12-Mapper,F12-Vector<FileSelector>,F12-FileUtils,F12-ArrayList,F12-Collection<Resource>,F12-Union,F12-Path,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Document,F2-Process,F2-DirectoryScanner,F2-Thread,F2-NA,F2-Vector<String>,F2-ByteArrayOutputStream,F2-StringBuffer,F2-DateFormatFactory,F2-Properties,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-MockProject,F2-OutputStream,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-NA,F6-java.lang.Long,F6-org.apache.tools.ant.taskdefs.FileResource,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-java.lang.Integer,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.io.FileReader,F6-java.io.File,F6-java.util.ArrayList<org.apache.tools.ant.types.PatternSet.NameEntry>,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F1-delete,F1-NA,F1-close,F1-next,F1-assertEquals,F1-write,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-getProperty,F1-resolveFile,F1-put,F1-load,F1-createElement,F1-createTempFile,F1-log,F1-toString,F1-list,F1-getInputStream,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.text.DateFormat,F9-srcDir,F9-anonymousSchema,F9-failOnError,F9-ignoreSystemclasses,F9-forceOverwrite,F9-replyto,F9-extDirs,F9-keys,F9-lastmodified,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-port,F9-buildfile,F9-length,F9-dir,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-Process,F4-Set,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Object,F4-File,F4-Element,F4-void,F4-URL,F4-String,F4-int,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-Length,F8-GenerateKey,F8-BFT,F8-Checksum,F8-Touch,F8-StreamPumper,F8-Resource,F8-SchemaValidate,F8-MailMessage,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-FixCRLF,F8-AntTypeDefinition,F8-EmailTask,F8-Javac,F11-msg,F11-nested,F11-NA,F11-refid,F11-WEBLOGIC_DEPLOY_CLASS_NAME,F11-classname,F11-FILE_UTILS,F11-excludesFileList,F11-type,F11-error,F11-ref,F11-unlessCond,F11-cache,F11-size,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F11-resourceComparators,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,category
ant-B-147,7327,org/apache/tools/ant/launch,org/apache/tools/ant/launch/Launcher.java,3475,true,0,9,463,1,4,39,1,6,0.1597051597051597,234,128,0.5470085470085471,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,MALICIOUS_CODE,0.008216926869350863,MS_PKGPROTECT,18,2,0,0.0032414910858995136,8.103727714748784E-4,0.0,0.0,0.3,0.03,0.09836065573770492,0.010087401498933347,-0.4,0.0,0.005123825789923143,0.010087401498933347,-1.0,-1.0,5,1636,1774,2517,0,0.0,0,0,0,0,0.0,10,13,0,23,0,-3,0,0.08708914342629483,0,17,0,17,0,0,34,0,0.0328051154557023,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,724,13499,10,723,close
ant-B-148,7327,org/apache/tools/ant/launch,org/apache/tools/ant/launch/Locator.java,3475,true,33,12,463,2,0,39,7,6,0.8113207547169812,293,207,0.7064846416382252,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,BAD_PRACTICE,0.008216926869350863,DE_MIGHT_IGNORE,19,3,1,0.0032414910858995136,0.0016207455429497568,8.103727714748784E-4,-1.0,0.0,0.0,0.019762845849802372,0.13360732209918794,-1.0,0.0,0.004269854824935952,0.13360732209918794,-1.0,-1.0,56,6446,3475,7327,0,0.0,0,0,0,0,0.0,6,4,0,10,0,2,0,0.0758691979930918,0,17,0,17,0,0,34,0,0.0328051154557023,10,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,723,13499,10,723,open
ant-B-149,7327,org/apache/tools/ant/launch,org/apache/tools/ant/launch/Locator.java,3475,true,70,12,463,2,8,39,15,6,0.9773584905660377,293,207,0.7064846416382252,0.42857142857142855,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,STYLE,0.012325390304026294,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.0032414910858995136,0.0016207455429497568,8.103727714748784E-4,-1.0,0.0,0.0,0.04415584415584416,0.280364952540035,-1.0,0.0,0.014517506404782237,0.280364952540035,-1.0,-1.0,56,6446,3475,7327,0,0.0,0,0,0,0,0.0,6,4,0,10,0,2,0,0.0758691979930918,0,17,0,17,0,0,34,0,0.0328051154557023,10,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,723,13499,10,723,open
ant-B-150,3005,org/apache/tools/ant/launch,org/apache/tools/ant/launch/LocatorTest.java,2075,true,3,16,463,1,4,39,1,6,0.6108108108108108,98,65,0.6632653061224489,1.0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,BAD_PRACTICE,0.010682004930156122,NM_METHOD_NAMING_CONVENTION,16,2,1,0.0032414910858995136,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.0,0.0,0.019762845849802372,0.13360732209918794,-1.0,0.0,0.004269854824935952,0.13360732209918794,-1.0,-1.0,12,2124,2075,3005,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,17,0,17,0,0,34,0,0.0328051154557023,317,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1030,13499,10,723,close
ant-B-151,10280,org/apache/tools/ant/listener,org/apache/tools/ant/listener/AnsiColorLogger.java,3987,true,48,2,414,1,16,35,10,9,0.6625514403292181,112,116,1.0357142857142858,0.22916666666666666,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,BAD_PRACTICE,0.004108463434675432,UI_INHERITANCE_UNSAFE_GETRESOURCE,19,3,1,8.103727714748784E-4,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.0,0.0,0.019762845849802372,0.13360732209918794,-1.0,0.0,0.004269854824935952,0.13360732209918794,-1.0,-1.0,16,9399,3987,10280,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,15,0,13,0,0,28,2,0.025979703356752537,2210,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,2923,13499,4,717,open
ant-B-152,2657,org/apache/tools/ant/property,org/apache/tools/ant/property/ResolvePropertyMap.java,1925,true,21,5,206,1,12,37,4,8,0.6549295774647887,59,69,1.1694915254237288,0.7619047619047619,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,STYLE,0.08134757600657354,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,8.103727714748784E-4,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.043859649122807015,0.0013978660100543755,0.04415584415584416,0.280364952540035,-0.9122807017543859,0.0,0.014517506404782237,0.280364952540035,-1.0,-1.0,7,1776,1925,2657,0,0.0,0,0,0,0,0.0,7,9,0,16,0,-2,0,0.012830793905372895,0,22,0,29,1,0,52,-7,0.03269263747641271,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,733,13499,20,733,open
ant-B-153,733,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AbstractCvsTask.java,132,true,17,45,23041,2,12,3190,4,395,0.5252293577981652,414,344,0.8309178743961353,0.29411764705882354,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,6,STYLE,0.012325390304026294,DLS_DEAD_LOCAL_STORE,20,3,1,0.3087520259319287,0.004862236628849271,8.103727714748784E-4,-1.0,0.0,0.0,0.04415584415584416,0.280364952540035,-1.0,0.0,0.014517506404782237,0.280364952540035,-0.8807588075880759,-1.0,6,1818,1942,2699,5,0.0,0,1,4,6,6.787330316742081E-4,7,7,0,14,0,0,0,0.010810810810810811,0,439,0,529,113,0,1081,-90,0.0039534147051446256,20,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,733,13499,1,714,open
ant-B-154,733,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AbstractCvsTask.java,132,true,16,45,23041,2,0,3190,4,395,0.2763761467889908,414,344,0.8309178743961353,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,6,I18N,0.13640098603122433,DM_DEFAULT_ENCODING,19,1,1,0.3087520259319287,0.004862236628849271,8.103727714748784E-4,-1.0,0.06666666666666667,0.03111111111111111,0.05851063829787234,4.3625194909712795E-4,-0.8666666666666667,0.0,0.009393680614859094,4.3625194909712795E-4,-0.8807588075880759,-1.0,41,8054,3917,8935,5,0.0,0,1,4,6,6.787330316742081E-4,7,7,0,14,0,0,0,0.010810810810810811,0,439,0,529,113,0,1081,-90,0.0039534147051446256,20,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,733,13499,1,714,open
ant-B-155,733,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AbstractCvsTask.java,132,true,16,45,23041,2,0,3190,4,395,0.2305045871559633,414,344,0.8309178743961353,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,6,I18N,0.13640098603122433,DM_DEFAULT_ENCODING,19,1,1,0.3087520259319287,0.004862236628849271,8.103727714748784E-4,-1.0,0.06666666666666667,0.03111111111111111,0.05851063829787234,4.3625194909712795E-4,-0.8666666666666667,0.0,0.009393680614859094,4.3625194909712795E-4,-0.8807588075880759,-1.0,41,8054,3917,8935,5,0.0,0,1,4,6,6.787330316742081E-4,7,7,0,14,0,0,0,0.010810810810810811,0,439,0,529,113,0,1081,-90,0.0039534147051446256,20,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,733,13499,1,714,open
ant-B-156,733,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AbstractCvsTask.java,132,true,8,45,23041,2,8,3190,3,395,0.3618119266055046,414,344,0.8309178743961353,0.7019230769230769,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,6,BAD_PRACTICE,0.05012325390304026,NM_CONFUSING,19,3,0,0.3087520259319287,0.004862236628849271,4.051863857374392E-4,-0.5,0.03333333333333333,0.001288888888888889,0.019762845849802372,0.13360732209918794,-0.9333333333333333,0.0,0.004269854824935952,0.13360732209918794,-0.8807588075880759,-1.0,47,9229,3981,10110,5,0.0,0,1,4,6,6.787330316742081E-4,7,7,0,14,0,0,0,0.010810810810810811,0,439,0,529,113,0,1081,-90,0.0039534147051446256,20,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,733,13499,1,714,open
ant-B-157,733,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AbstractCvsTask.java,132,true,3,45,23041,2,6,3190,1,395,0.5475917431192661,414,344,0.8309178743961353,0.8333333333333334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,6,BAD_PRACTICE,0.05012325390304026,NM_CONFUSING,19,3,0,0.3087520259319287,0.004862236628849271,4.051863857374392E-4,-0.5,0.03333333333333333,0.001288888888888889,0.019762845849802372,0.13360732209918794,-0.9333333333333333,0.0,0.004269854824935952,0.13360732209918794,-0.8807588075880759,-1.0,47,9229,3981,10110,5,0.0,0,1,4,6,6.787330316742081E-4,7,7,0,14,0,0,0,0.010810810810810811,0,439,0,529,113,0,1081,-90,0.0039534147051446256,20,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,733,13499,1,714,close
ant-B-158,733,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/AbstractCvsTask.java,132,true,82,45,23041,2,12,3190,16,395,0.38876146788990823,414,344,0.8309178743961353,0.5609756097560976,62,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,6,BAD_PRACTICE,0.06491372226787182,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.3087520259319287,0.004862236628849271,8.103727714748784E-4,-1.0,0.0,0.0,0.019762845849802372,0.13360732209918794,-1.0,0.0,0.004269854824935952,0.13360732209918794,-0.8807588075880759,-1.0,35,7761,3867,8642,5,0.0,0,1,4,6,6.787330316742081E-4,7,7,0,14,0,0,0,0.010810810810810811,0,439,0,529,113,0,1081,-90,0.0039534147051446256,20,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,733,13499,1,714,open
