warning id,project,bug_pattern,commit,last_commit_checked,?,bug pattern category,package,class,field,method,type,expr,idents,start_line,end_line,label (automatically determined),commit url,"commit url (of the version compared to, if closed)",code (if open),label
57,derby,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.derby.iapi.services.cache,org.apache.derby.iapi.services.cache.ClassSize,null,fetchRefSizeFromSystemProperties,null,Integer,"Integer,dataModel,intValue",311,311,close,https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/engine/org/apache/derby/iapi/services/cache/ClassSize.java#L311,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/services/cache/ClassSize.java,,close
84,derby,DM_BOXED_PRIMITIVE_TOSTRING,C,last,null,PERFORMANCE,org.apache.derby.impl.drda,org.apache.derby.impl.drda.NetworkServerControlImpl,null,pingWithNoOpen,null,"consolePropertyMessage(""DRDA_NoIO.S"",",,1286,1286,close,https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/drda/org/apache/derby/impl/drda/NetworkServerControlImpl.java#L1286,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/drda/org/apache/derby/impl/drda/NetworkServerControlImpl.java,,close
117,derby,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.derby.drda,org.apache.derby.drda.NetServlet,null,getIntParameter,null,Integer,"Integer,retval,val,intValue",923,923,close,https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/drda/org/apache/derby/drda/NetServlet.java#L923,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/drda/org/apache/derby/drda/NetServlet.java,,close
142,derby,DM_BOXED_PRIMITIVE_TOSTRING,C,last,null,PERFORMANCE,org.apache.derby.impl.store.access.heap,org.apache.derby.impl.store.access.heap.Heap,null,open,null,StandardException,"StandardException,newException",701,701,close,https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/engine/org/apache/derby/impl/store/access/heap/Heap.java#L701,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/store/access/heap/Heap.java,,close
285,derby,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.derby.impl.store.replication.slave,org.apache.derby.impl.store.replication.slave.SlaveController,null,boot,null,Integer,"Integer,port,slavePort,intValue",141,141,close,https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/engine/org/apache/derby/impl/store/replication/slave/SlaveController.java#L141,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/store/replication/slave/SlaveController.java,,close
405,derby,DM_BOXED_PRIMITIVE_TOSTRING,C,last,null,PERFORMANCE,org.apache.derby.impl.store.access.heap,org.apache.derby.impl.store.access.heap.Heap,null,purgeConglomerate,null,StandardException,"StandardException,newException",856,856,close,https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/engine/org/apache/derby/impl/store/access/heap/Heap.java#L856,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/store/access/heap/Heap.java,,close
693,derby,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.derby.impl.load,org.apache.derby.impl.load.ColumnInfo,null,<init>,null,Integer,"Integer,columnIndex,intValue",138,138,close,https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/engine/org/apache/derby/impl/load/ColumnInfo.java#L138,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/load/ColumnInfo.java,,close
773,derby,DM_BOXED_PRIMITIVE_TOSTRING,C,last,null,PERFORMANCE,org.apache.derby.drda,org.apache.derby.drda.NetServlet,null,runServer,null,Exception,"Exception,localUtil,getTextMessage",589,589,close,https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/drda/org/apache/derby/drda/NetServlet.java#L589,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/drda/org/apache/derby/drda/NetServlet.java,,close
2934,lucene-solr,DM_BOXED_PRIMITIVE_FOR_PARSING,A,last,null,PERFORMANCE,org.apache.solr.analysis,org.apache.solr.analysis.CapitalizationFilterFactory,null,init,null,Integer,"Integer,k,minWordLength,valueOf",111,111,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//solr/core/src/java/org/apache/solr/analysis/CapitalizationFilterFactory.java#L111,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/analysis/CapitalizationFilterFactory.java,,unknown
2767,lucene-solr,DM_BOXED_PRIMITIVE_FOR_PARSING,B,last,null,PERFORMANCE,org.apache.lucene.analysis.miscellaneous,org.apache.lucene.analysis.miscellaneous.CapitalizationFilterFactory,null,init,null,Integer,"Integer,k,minWordLength,valueOf",112,112,close,https://github.com/apache/lucene-solr/tree/9e82c2409d62e7be04dc4fae7c45c3712be639a2//lucene/analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/CapitalizationFilterFactory.java#L112,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/analysis/common/src/java/org/apache/lucene/analysis/miscellaneous/CapitalizationFilterFactory.java,,unknown
1739,lucene-solr,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.solr.analytics.util,org.apache.solr.analytics.util.RangeEndpointCalculator$LongRangeEndpointCalculator,null,parseAndAddGap,null,Long,"Long,Long,gap,value,longValue,longValue,valueOf",318,318,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/core/src/java/org/apache/solr/analytics/util/RangeEndpointCalculator.java#L318,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/analytics/util/RangeEndpointCalculator.java,,unknown
2119,lucene-solr,DM_BOXED_PRIMITIVE_FOR_COMPARE,C,last,null,PERFORMANCE,org.apache.solr.common.cloud,org.apache.solr.common.cloud.DocRouter$Range,null,compareTo,null,Integer,"Integer,min,that,compareTo,min,valueOf",147,147,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/solrj/src/java/org/apache/solr/common/cloud/DocRouter.java#L147,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/solrj/src/java/org/apache/solr/common/cloud/DocRouter.java,,close
2160,lucene-solr,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.solr.util,org.apache.solr.util.DateMathParser,null,parseMath,null,Integer,"Integer,ops,pos,val,valueOf",328,328,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/core/src/java/org/apache/solr/util/DateMathParser.java#L328,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/util/DateMathParser.java,,close
2555,lucene-solr,DM_BOXED_PRIMITIVE_FOR_COMPARE,C,last,null,PERFORMANCE,org.apache.lucene.util,org.apache.lucene.util.VirtualMethod,null,compareImplementationDistance,null,Integer,"Integer,clazz,clazz,m1,m2,compareTo,getImplementationDistance,getImplementationDistance,valueOf",146,146,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//lucene/core/src/java/org/apache/lucene/util/VirtualMethod.java#L146,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/core/src/java/org/apache/lucene/util/VirtualMethod.java,,close
2608,lucene-solr,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.solr.handler,org.apache.solr.handler.ReplicationHandler,null,addVal,null,l.add(new Date(Long.valueOf(ss[i])).toString());,,780,780,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/core/src/java/org/apache/solr/handler/ReplicationHandler.java#L780,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/handler/ReplicationHandler.java,,unknown
2697,lucene-solr,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.solr.handler.dataimport,org.apache.solr.handler.dataimport.MailEntityProcessor,null,getIntFromContext,null,Integer,"Integer,v,val,valueOf",593,593,close,https://github.com/apache/lucene-solr/tree/43535fecb8455b3f9364f447e129ae05f79697e2//solr/contrib/dataimporthandler-extras/src/java/org/apache/solr/handler/dataimport/MailEntityProcessor.java#L593,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/contrib/dataimporthandler-extras/src/java/org/apache/solr/handler/dataimport/MailEntityProcessor.java,,close
1045,tomcat,DM_BOXED_PRIMITIVE_TOSTRING,C,last,null,PERFORMANCE,org.apache.jasper.compiler,org.apache.jasper.compiler.ELParser$Char,null,toString,null,Character,"Character,ch,toString",376,376,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/jasper/compiler/ELParser.java#L376,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/jasper/compiler/ELParser.java,,close
1053,tomcat,DM_BOXED_PRIMITIVE_TOSTRING,C,last,null,PERFORMANCE,org.apache.catalina.servlets,org.apache.catalina.servlets.CGIServlet$CGIEnvironment,null,setCGIEnvironment,null,"String sContentLength = (contentLength <= 0 ? """" :",,1069,1069,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/servlets/CGIServlet.java#L1069,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/servlets/CGIServlet.java,,close
1063,tomcat,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.catalina.tribes.membership,org.apache.catalina.tribes.membership.McastService,null,getFrequency,null,Long,"Long,p,longValue",255,255,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/tribes/membership/McastService.java#L255,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/tribes/membership/McastService.java,,close
1219,tomcat,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.catalina.servlets,org.apache.catalina.servlets.WebdavServlet,null,doLock,null,lockDuration,lockDuration,900,900,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/servlets/WebdavServlet.java#L900,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/servlets/WebdavServlet.java,,close
1471,tomcat,DM_BOXED_PRIMITIVE_TOSTRING,C,last,null,PERFORMANCE,org.apache.catalina.filters,org.apache.catalina.filters.RequestDumperFilter,null,doFilter,null,doLog,doLog,110,110,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/filters/RequestDumperFilter.java#L110,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/filters/RequestDumperFilter.java,,close
1486,tomcat,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.catalina.tribes.membership,org.apache.catalina.tribes.membership.McastService,null,getRecoverySleepTime,null,Long,"Long,p,longValue",227,227,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/tribes/membership/McastService.java#L227,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/tribes/membership/McastService.java,,close
1573,tomcat,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.catalina.tribes.membership,org.apache.catalina.tribes.membership.McastService,null,getPort,null,Integer,"Integer,p,intValue",246,246,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/tribes/membership/McastService.java#L246,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/tribes/membership/McastService.java,,close
9513,jmeter,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.jmeter.util,org.apache.jmeter.util.JMeterUtils,null,getPropDefault,null,Long,"Long,Long,ans,appProperties,defaultVal,propName,getProperty,longValue,toString,trim,valueOf",829,829,close,https://github.com/apache/jmeter/tree/032cc396b962c0b5ac6a31f0b756d624be34efd0//src/core/org/apache/jmeter/util/JMeterUtils.java#L829,https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/core/org/apache/jmeter/util/JMeterUtils.java,,close
9597,jmeter,DM_BOXED_PRIMITIVE_FOR_PARSING,A,last,null,PERFORMANCE,org.apache.jmeter.timers,org.apache.jmeter.timers.JSR223Timer,null,delay,null,Long,"Long,delay,o,longValue,toString,valueOf",49,49,close,https://github.com/apache/jmeter/tree/e21247b3b461bf0af80f0e80cb876dfb1f83ca9f//src/components/org/apache/jmeter/timers/JSR223Timer.java#L49,https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/components/org/apache/jmeter/timers/JSR223Timer.java,,close
9616,jmeter,DM_BOXED_PRIMITIVE_FOR_PARSING,A,last,null,PERFORMANCE,org.apache.jmeter.protocol.http.control,org.apache.jmeter.protocol.http.control.HttpMirrorThread,null,run,null,Integer,"Integer,contentLength,contentLengthHeaderValue,intValue,valueOf",111,111,close,https://github.com/apache/jmeter/tree/e21247b3b461bf0af80f0e80cb876dfb1f83ca9f//src/protocol/http/org/apache/jmeter/protocol/http/control/HttpMirrorThread.java#L111,https://github.com/apache/jmeter/tree/b3f452902a78827bd885e6dbf30b14d11fb4df93//src/protocol/http/org/apache/jmeter/protocol/http/control/HttpMirrorThread.java,,close
3924,cassandra,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.cassandra.cql,org.apache.cassandra.cql.CqlParser,null,termPairWithOperation,null,"if (op != null) v = new Term(-(Long.valueOf(v.getText())), v.getType());",,3431,3431,close,https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//src/gen-java/org/apache/cassandra/cql/CqlParser.java#L3431,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/gen-java/org/apache/cassandra/cql/CqlParser.java,,unknown
4069,cassandra,DM_BOXED_PRIMITIVE_FOR_COMPARE,C,last,null,PERFORMANCE,org.apache.cassandra.db.commitlog,org.apache.cassandra.db.commitlog.ReplayPosition$2,null,compare,null,return Long.valueOf(o1.segment).compareTo(o2.segment);,,73,73,close,https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//src/java/org/apache/cassandra/db/commitlog/ReplayPosition.java#L73,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/java/org/apache/cassandra/db/commitlog/ReplayPosition.java,,unknown
9331,cassandra,DM_BOXED_PRIMITIVE_FOR_PARSING,C,last,null,PERFORMANCE,org.apache.cassandra.tools,org.apache.cassandra.tools.StandaloneSplitter$Options,null,parseArgs,null,opts.sizeInMB = Integer.valueOf(cmd.getOptionValue(SIZE_OPTION));,,217,217,close,https://github.com/apache/cassandra/tree/4ed2234078c4d302c256332252a8ddd6ae345484//src/java/org/apache/cassandra/tools/StandaloneSplitter.java#L217,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/java/org/apache/cassandra/tools/StandaloneSplitter.java,,close
8089,cassandra,DM_BOXED_PRIMITIVE_FOR_PARSING,A,last,null,PERFORMANCE,org.apache.cassandra.db.commitlog,org.apache.cassandra.db.commitlog.CommitLogSegment,null,idFromFilename,null,Long,"Long,matcher,group,valueOf",79,79,close,https://github.com/apache/cassandra/tree/7efab48e72247734ae38eabfc61a9ff0a5aa87ec//src/java/org/apache/cassandra/db/commitlog/CommitLogSegment.java#L79,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/java/org/apache/cassandra/db/commitlog/CommitLogSegment.java,,unknown
5420,cassandra,DM_BOXED_PRIMITIVE_FOR_PARSING,B,last,null,PERFORMANCE,org.apache.cassandra.cql3,org.apache.cassandra.cql3.CqlParser,null,operation,null,"t = new Term(-(Long.valueOf(t.getText())), t.getType());",,5327,5327,close,https://github.com/apache/cassandra/tree/69337a43670f71ae1fc55e23d6a9031230423900//src/gen-java/org/apache/cassandra/cql3/CqlParser.java#L5327,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/gen-java/org/apache/cassandra/cql3/CqlParser.java,,unknown
1292,tomcat,BC_VACUOUS_INSTANCEOF,C,last,null,STYLE,org.apache.catalina.core,org.apache.catalina.core.ApplicationHttpRequest,null,getParameterValues,lang,instanceof,instanceof,413,413,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/core/ApplicationHttpRequest.java#L413,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/core/ApplicationHttpRequest.java,,close
1408,tomcat,BC_VACUOUS_INSTANCEOF,C,last,null,STYLE,org.apache.catalina.core,org.apache.catalina.core.ApplicationHttpRequest,null,getParameter,lang,instanceof,instanceof,365,365,close,https://github.com/apache/tomcat/tree/411e4cc9b12bb4fd5aadfbb585db9b40afc90d3d//java/org/apache/catalina/core/ApplicationHttpRequest.java#L365,https://github.com/apache/tomcat/tree/2b5ab0627098a0b6654afebb914d7c25fd98638d//java/org/apache/catalina/core/ApplicationHttpRequest.java,,close
4401,cassandra,BC_VACUOUS_INSTANCEOF,B,last,null,STYLE,org.apache.cassandra.tools,org.apache.cassandra.tools.SSTableExport,null,serializeRow,apache,instanceof,instanceof,289,289,close,https://github.com/apache/cassandra/tree/69337a43670f71ae1fc55e23d6a9031230423900//src/java/org/apache/cassandra/tools/SSTableExport.java#L289,https://github.com/apache/cassandra/tree/f3e38cb638113c2a23855a104d6082da5bc10ddb//src/java/org/apache/cassandra/tools/SSTableExport.java,,unknown
70,derby,BC_UNCONFIRMED_CAST,B,last,null,STYLE,org.apache.derby.client.net,org.apache.derby.client.net.ClientJDBCObjectFactoryImpl,null,newNetConnection,apache,org,"org,Connection,am,apache,client,derby",248,248,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/net/ClientJDBCObjectFactoryImpl.java#L248,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/net/ClientJDBCObjectFactoryImpl.java,,unknown
309,derby,BC_UNCONFIRMED_CAST,B,last,null,STYLE,org.apache.derby.client,org.apache.derby.client.ClientPooledConnection,null,<init>,apache,"netXAPhysicalConnection_ = getNetXAConnection(ds,",,162,162,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/ClientPooledConnection.java#L162,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/ClientPooledConnection.java,,close
462,derby,BC_UNCONFIRMED_CAST,B,last,null,STYLE,org.apache.derby.client.net,org.apache.derby.client.net.ClientJDBCObjectFactoryImpl,null,newClientXAConnection,apache,ClientXAConnection,"ClientXAConnection,ds",82,82,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/net/ClientJDBCObjectFactoryImpl.java#L82,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/net/ClientJDBCObjectFactoryImpl.java,,close
754,derby,BC_UNCONFIRMED_CAST,B,last,null,STYLE,org.apache.derby.impl.sql.catalog,org.apache.derby.impl.sql.catalog.SYSTRIGGERSRowFactory,null,makeRow,apache,td,td,171,171,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/catalog/SYSTRIGGERSRowFactory.java#L171,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/catalog/SYSTRIGGERSRowFactory.java,,open
