warning id,project,bug_pattern,commit,last_commit_checked,?,bug pattern category,package,class,field,method,type,expr,idents,start_line,end_line,label (automatically determined),commit url,"commit url (of the version compared to, if closed)",code (if open),label
676,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.NumericTypeCompiler,null,getScale,null,rightType,"rightType,getPrecision",488,488,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/NumericTypeCompiler.java#L488,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/NumericTypeCompiler.java,,close
683,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.CreateSequenceNode,null,bindStatement,null,getCompilerContext,getCompilerContext,135,135,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/CreateSequenceNode.java#L135,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/CreateSequenceNode.java,,close
702,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.GroupByNode,null,optimizeIt,null,childResult,"childResult,optimizeIt",810,810,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/GroupByNode.java#L810,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/GroupByNode.java,,close
711,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.QueryTreeNode,null,bindRowMultiSet,null,originalMultiSet,"originalMultiSet,getColumnNames",1681,1681,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/QueryTreeNode.java#L1681,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/QueryTreeNode.java,,close
716,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.WindowResultSetNode,null,addNewColumns,null,LanguageFactory lf =,,280,280,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/WindowResultSetNode.java#L280,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/WindowResultSetNode.java,,close
729,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.client.net,org.apache.derby.client.net.NetXAConnectionReply,null,parseIndoubtList,null,numXid,"numXid,parseXIDCNT",303,303,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/net/NetXAConnectionReply.java#L303,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/net/NetXAConnectionReply.java,,close
757,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.BinaryOperatorNode,null,bindXMLQuery,null,leftOperand,"leftOperand,getTypeId",332,332,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/BinaryOperatorNode.java#L332,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/BinaryOperatorNode.java,,close
836,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.TableElementList,null,setCollationTypesOnCharacterStringColumns,null,int collationType = sd.getCollationType();,,105,105,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/TableElementList.java#L105,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/TableElementList.java,,close
933,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.DMLModStatementNode,null,parseCheckConstraint,null,getCompilerContext,getCompilerContext,1369,1369,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/DMLModStatementNode.java#L1369,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/DMLModStatementNode.java,,close
934,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.impl.store.access.btree.index,org.apache.derby.impl.store.access.btree.index.B2IRowLocking3,null,_lockScanRow,null,btree,btree,549,549,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLocking3.java#L549,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/store/access/btree/index/B2IRowLocking3.java,,close
940,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.DDLConstantAction,null,storeConstraintDependenciesOnPrivileges,null,dd,"dd,getAuthorizationDatabaseOwner",331,331,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/execute/DDLConstantAction.java#L331,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/DDLConstantAction.java,,close
954,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.client.am,org.apache.derby.client.am.ResultSet,null,getRef,null,java.sql.Ref result = isNull(column) ? null : cursor_.getRef(column);,,1324,1324,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/client/org/apache/derby/client/am/ResultSet.java#L1324,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/client/org/apache/derby/client/am/ResultSet.java,,unknown
955,derby,DLS_DEAD_LOCAL_STORE,B,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.WindowResultSetNode,null,addNewPRNode,null,parent,"parent,getResultColumns",174,174,close,https://github.com/apache/derby/tree/eea0d50c8d732cad9ba563ddfa786b7028eb092f//java/engine/org/apache/derby/impl/sql/compile/WindowResultSetNode.java#L174,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/WindowResultSetNode.java,,close
1,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.catalog,org.apache.derby.impl.sql.catalog.DataDictionaryImpl,null,initSystemIndexVariables,null,"CatalogRowFactory	rf = ti.getCatalogRowFactory();",,8790,8790,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java#L8790,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java,,close
9,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.JoinNode,null,LOJgetReferencedTables,null,JBitSet,"JBitSet,numTables",2028,2028,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/sql/compile/JoinNode.java#L2028,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/JoinNode.java,,close
170,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.drda,org.apache.derby.impl.drda.DDMReader,null,toDebugString,null,buflen = buffer.length;,,1986,1986,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/drda/org/apache/derby/impl/drda/DDMReader.java#L1986,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/drda/org/apache/derby/impl/drda/DDMReader.java,,unknown
195,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.iapi.sql.dictionary,org.apache.derby.iapi.sql.dictionary.TableDescriptor,null,getHeapConglomerateId,null,getDataDictionary,getDataDictionary,339,339,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/iapi/sql/dictionary/TableDescriptor.java#L339,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/iapi/sql/dictionary/TableDescriptor.java,,close
220,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.drda,org.apache.derby.drda.NetServlet,null,doGet,null,escapeSingleQuotes,"escapeSingleQuotes,langUtil,setParamMessage2,getTextMessage",183,183,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/drda/org/apache/derby/drda/NetServlet.java#L183,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/drda/org/apache/derby/drda/NetServlet.java,,close
330,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.catalog,org.apache.derby.impl.sql.catalog.DataDictionaryImpl,null,create_10_1_system_procedures,null,routine_uuid = createSystemProcedureOrFunction(,,12046,12046,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java#L12046,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java,,close
356,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.SQLParser,null,xqVariable,null,passingMech = xmlPassingMechanism();,,6970,6970,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java#L6970,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java,,unknown
494,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.SQLParser,null,alterTableAction,null,long[]                          autoIncrementInfo = new long[4];,,13546,13546,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java#L13546,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java,,unknown
504,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.FromVTI,null,genResultColList,null,makeTableName,"makeTableName,td,getSchemaName",1812,1812,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/sql/compile/FromVTI.java#L1812,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/FromVTI.java,,close
510,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.SQLParser,null,additiveOperator,null,tok = jj_consume_token(PLUS_SIGN);,,5224,5224,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java#L5224,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java,,unknown
515,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.drda,org.apache.derby.impl.drda.DRDAConnThread,null,verifyUserIdPassword,null,"realName = realName.substring(0, endOfName);",,1422,1422,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/drda/org/apache/derby/impl/drda/DRDAConnThread.java#L1422,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/drda/org/apache/derby/impl/drda/DRDAConnThread.java,,close
543,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.execute,org.apache.derby.impl.sql.execute.AlterTableConstantAction,null,columnDroppedAndTriggerDependencies,null,visitor,"visitor,getList",1791,1791,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/sql/execute/AlterTableConstantAction.java#L1791,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/execute/AlterTableConstantAction.java,,close
546,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.SQLParser,null,characterValueFunction,null,lowerTok = jj_consume_token(LOWER);,,6066,6066,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java#L6066,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//generated/java/org/apache/derby/impl/sql/compile/SQLParser.java,,unknown
607,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.catalog,org.apache.derby.impl.sql.catalog.DataDictionaryImpl,null,getSubCheckConstraint,null,"SYSCHECKSRowFactory			rf = (SYSCHECKSRowFactory) ti.getCatalogRowFactory();",,6765,6765,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java#L6765,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java,,close
748,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.catalog,org.apache.derby.impl.sql.catalog.DataDictionaryImpl,null,create_10_5_system_procedures,null,UUID routine_uuid = createSystemProcedureOrFunction(,,12641,12641,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java#L12641,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java,,close
810,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.FromTable,null,rememberAsBest,null,bestPath,"bestPath,getConglomerateDescriptor",641,641,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/sql/compile/FromTable.java#L641,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/FromTable.java,,close
900,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.catalog,org.apache.derby.impl.sql.catalog.DataDictionaryImpl,null,getAliasDescriptor,null,"SYSALIASESRowFactory	  rf = (SYSALIASESRowFactory) ti.getCatalogRowFactory();",,7657,7657,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java#L7657,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java,,close
931,derby,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.derby.impl.sql.catalog,org.apache.derby.impl.sql.catalog.DataDictionaryImpl,null,addConstraintDescriptor,null,SYSCONSTRAINTSRowFactory  rf = (SYSCONSTRAINTSRowFactory) ti.getCatalogRowFactory();,,6330,6330,close,https://github.com/apache/derby/tree/9495437c8b640d689c8a67563097b86cb0cd6fca//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java#L6330,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/catalog/DataDictionaryImpl.java,,close
792,derby,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.derby.impl.sql.compile,org.apache.derby.impl.sql.compile.MatchingClauseNode,null,bindDeleteThenColumns,null,selectList,"selectList,size",713,713,close,https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/engine/org/apache/derby/impl/sql/compile/MatchingClauseNode.java#L713,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/compile/MatchingClauseNode.java,,unknown
875,derby,DLS_DEAD_LOCAL_STORE,C,last,null,STYLE,org.apache.derby.impl.sql.conn,org.apache.derby.impl.sql.conn.GenericLanguageConnectionContext,null,compareConstraintModes,null,DataDictionary dd = getDataDictionary();,,3794,3794,close,https://github.com/apache/derby/tree/acbecbb96a5ae0a3b6bc5948b03f061dfea91662//java/engine/org/apache/derby/impl/sql/conn/GenericLanguageConnectionContext.java#L3794,https://github.com/apache/derby/tree/33427bdb982a7dd5b9e629ccec9c40f2b96412b4//java/engine/org/apache/derby/impl/sql/conn/GenericLanguageConnectionContext.java,,close
1775,lucene-solr,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.lucene.util,org.apache.lucene.util.TestAttributeSource,null,testCaptureState,null,CharTermAttribute,"CharTermAttribute,src3,termAtt,addAttribute,class",70,70,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/util/TestAttributeSource.java#L70,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/util/TestAttributeSource.java,,unknown
1788,lucene-solr,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.lucene.store,org.apache.lucene.store.TestLockFactory,null,testDefaultRAMDirectory,null,IndexWriter,"IndexWriter,IndexWriterConfig,MockAnalyzer,OpenMode,TEST_VERSION_CURRENT,dir,random,writer2,APPEND,setOpenMode",116,116,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/store/TestLockFactory.java#L116,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/store/TestLockFactory.java,,unknown
2474,lucene-solr,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.lucene.analysis.fr,org.apache.lucene.analysis.fr.FrenchStemmer,null,step4,null,R2,"R2,RV,String,deleteFromIfPrecededIn,found",283,283,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//modules/analysis/common/src/java/org/apache/lucene/analysis/fr/FrenchStemmer.java#L283,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//modules/analysis/common/src/java/org/apache/lucene/analysis/fr/FrenchStemmer.java,,unknown
2843,lucene-solr,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.lucene.codecs.perfield,org.apache.lucene.codecs.perfield.TestPerFieldPostingsFormat,null,testChangeCodecAndMerge,null,codec,"codec,iwconf,getCodec",159,159,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/codecs/perfield/TestPerFieldPostingsFormat.java#L159,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/codecs/perfield/TestPerFieldPostingsFormat.java,,unknown
2850,lucene-solr,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.solr.search,org.apache.solr.search.DocSlice,null,clone,null,super,"super,clone",160,160,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//solr/core/src/java/org/apache/solr/search/DocSlice.java#L160,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//solr/core/src/java/org/apache/solr/search/DocSlice.java,,close
2887,lucene-solr,DLS_DEAD_LOCAL_STORE,A,last,null,STYLE,org.apache.lucene.util.fst,org.apache.lucene.util.fst.TestFSTs,null,testRandomWords,null,IntsRef,IntsRef,970,970,close,https://github.com/apache/lucene-solr/tree/c0600cc6dc84d20ab47cc321cd0e893a11c0f303//lucene/src/test/org/apache/lucene/util/fst/TestFSTs.java#L970,https://github.com/apache/lucene-solr/tree/3291ef884d26e3f8cb43707f2acdf674f3e51c01//lucene/src/test/org/apache/lucene/util/fst/TestFSTs.java,,unknown
