F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ArrayList<String>,F16-EventRecord,F16-WritableComparator,F16-char[],F16-Principal,F16-long,F16-Object,F16-NA,F16-void,F16-int,F16-String,F16-InputStream,F16-Integer,F16-Groups,F3-NA,F3-LT_TKN,F3-Align.format(rawSize rawSizeWidth Align.CENTER),F3-InputStream,F3-Align.format(blkLen blkLenWidth Align.CENTER),F3-InputStreamReader,F3-byte[],F3-FileInputStream,F3-Configuration,F3-String,F3-long,F3-int,F3-SimpleCharStream,F3-Align.format(offset offsetWidth Align.CENTER),F3-IDENT_TKN,F3-Float,F3-Writable,F3-Path,F3-Class<>,F3-RECORD_TKN,F7--,F7-^,F7-++,F7-%,F7-+=,F7-&,F7-NA,F7-+,F12-int,F12-FileOutputStream,F12-NA,F12-RawComparator,F17-static,F17-final,F17-NA,F17-final-final,F2-HashMap<String String>,F2-Writer,F2-NA,F2-RawLocalFileSystem,F2-ArrayList<String>,F2-Integer,F2-SimpleCharStream,F2-InputStream,F2-Properties,F2-PrintStream,F2-String,F2-AvroRpcEngine,F2-DataOutputStream,F2-RccTokenManager,F2-ByteBuffer,F2-Rcc,F2-BufferedReader,F2-Configuration,F2-MetricsRecordImpl,F2-File,F6-java.io.ByteArrayOutputStream,F6-org.apache.hadoop.record.compiler.generated.JField,F6-NA,F6-java.util.zip.ZipOutputStream,F6-java.io.FileWriter,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-SequenceFile.Reader,F6-java.lang.Float,F6-java.util.ArrayList<org.apache.hadoop.record.compiler.generated.JRecord>,F6-org.apache.hadoop.record.compiler.generated.Token,F6-java.util.ArrayList<java.lang.String>,F6-java.io.File,F6-java.lang.String,F6-java.util.jar.JarFile,F6-org.apache.hadoop.record.compiler.generated.JVector,F6-java.lang.ClassCastException,F6-java.io.DataOutputStream,F6-java.util.Date,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-NA,F18-public,F14-NA,F1-ReInit,F1-pathToFile,F1-NA,F1-printf,F1-close,F1-jjCheckNAdd,F1-jj_consume_token,F1-readLine,F1-next,F1-write,F1-get,F1-readChar,F1-Type,F1-listFiles,F1-toLowerCase,F1-equals,F1-getAbsolutePath,F1-or,F1-load,F1-valueOf,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-java.util.zip.ZipFile,F5-java.io.FilterOutputStream,F5-Transceiver,F5-java.io.InputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.io.FileInputStream,F5-java.io.OutputStream,F5-java.util.zip.DeflaterOutputStream,F9-names,F9-NA,F9-out,F9-fis,F9-tx,F9-value,F9-hosts,F9-bytes,F9-fos,F9-requestor,F9-topologyPaths,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-String[],F4-SpecificRequestor,F4-File[],F4-long,F4-PrintStream,F4-Set,F4-Entry<String String>,F4-Token,F4-ArrayList<JRecord>,F4-File,F4-void,F4-JRecord,F4-StringBuilder,F4-Matcher,F4-String,F4-int,F4-JType,F4-byte,F8-Connection,F8-LocalFSFileInputStream,F8-NA,F8-Buffer,F8-BlockLocation,F8-FloatWritable,F8-LocalFSFileOutputStream,F8-Invoker,F11-cmp,F11-NA,F11-kind,F11-fos,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-cos@apache.org,F71-eli@apache.org,F71-amareshwari@apache.org,F71-sradia@apache.org,F71-stevel@apache.org,F71-jghoman@apache.org,F71-yhemanth@apache.org,F71-sharad@apache.org,F71-szetszwo@apache.org,F71-ddas@apache.org,F71-cdouglas@apache.org,F71-mahadev@apache.org,F71-omalley@apache.org,F71-suresh@apache.org,F71-hairong@apache.org,F71-tomwhite@apache.org,F71-cutting@apache.org,F71-acmurthy@apache.org,F71-boryas@apache.org,F71-shv@apache.org,F74,F73,F84,F146,category
23664,org/apache/hadoop/fs,org/apache/hadoop/fs/FsShell.java,89,true,18,52,6332,8,4,759,4,141,0.6265884652981427,1534,350,0.22816166883963493,0.9444444444444444,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,10,STYLE,0.05778894472361809,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.12224938875305623,0.02444987775061125,0.0024449877750611247,-1.0,0.0,0.0,0.06837606837606838,0.03379855039915218,-1.0,0.0,0.02203856749311295,0.03379855039915218,-0.9069767441860465,-1.0,17,448,477,24039,904,0.0028328611898017,34,238,666,1176,0.05767178790067657,0,0,0,0,0,0,2,0.0,2,90,0,106,11,2,207,-16,0.020450532427764585,76,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,23664,23320,2,23590,close
23664,org/apache/hadoop/fs,org/apache/hadoop/fs/FsShell.java,89,true,43,52,6332,8,8,759,15,141,0.3176930596285435,1534,350,0.22816166883963493,0.6744186046511628,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,10,MT_CORRECTNESS,0.007537688442211055,STCAL_INVOKE_ON_STATIC_DATE_FORMAT_INSTANCE,6,1,1,0.12224938875305623,0.02444987775061125,0.0024449877750611247,-1.0,0.0,0.0,0.05555555555555555,0.030423280423280425,-1.0,0.0,0.0027548209366391185,0.030423280423280425,-0.9069767441860465,-1.0,17,448,477,24039,904,0.0028328611898017,34,238,666,1176,0.05767178790067657,0,0,0,0,0,0,2,0.0,2,90,0,106,11,2,207,-16,0.020450532427764585,76,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,23664,23320,2,23590,close
23664,org/apache/hadoop/fs,org/apache/hadoop/fs/FsShell.java,89,true,44,52,6332,8,14,759,16,141,0.44037145650048876,1534,350,0.22816166883963493,0.7045454545454546,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,10,MT_CORRECTNESS,0.007537688442211055,STCAL_INVOKE_ON_STATIC_DATE_FORMAT_INSTANCE,6,1,1,0.12224938875305623,0.02444987775061125,0.0024449877750611247,-1.0,0.0,0.0,0.05555555555555555,0.030423280423280425,-1.0,0.0,0.0027548209366391185,0.030423280423280425,-0.9069767441860465,-1.0,17,448,477,24039,904,0.0028328611898017,34,238,666,1176,0.05767178790067657,0,0,0,0,0,0,2,0.0,2,90,0,106,11,2,207,-16,0.020450532427764585,76,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,23664,23320,2,23590,close
23664,org/apache/hadoop/fs,org/apache/hadoop/fs/FsShell.java,89,true,12,52,6332,8,0,759,3,141,0.3357771260997067,1534,350,0.22816166883963493,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,10,BAD_PRACTICE,0.01507537688442211,VA_FORMAT_STRING_USES_NEWLINE,20,2,1,0.12224938875305623,0.02444987775061125,0.0024449877750611247,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.9069767441860465,-1.0,17,448,477,24039,904,0.0028328611898017,34,238,666,1176,0.05767178790067657,0,0,0,0,0,0,2,0.0,2,90,0,106,11,2,207,-16,0.020450532427764585,76,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,23664,23320,2,23590,close
23664,org/apache/hadoop/fs,org/apache/hadoop/fs/FsShell.java,89,true,0,52,6332,8,0,759,1,141,0.19134897360703812,1534,350,0.22816166883963493,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,10,I18N,0.12060301507537688,DM_DEFAULT_ENCODING,19,1,1,0.12224938875305623,0.02444987775061125,0.0024449877750611247,-1.0,0.02631578947368421,0.01281163434903047,0.023255813953488372,7.859947611763746E-5,-0.9473684210526315,0.0,0.0027548209366391185,7.859947611763746E-5,-0.9069767441860465,-1.0,17,448,477,24039,904,0.0028328611898017,34,238,666,1176,0.05767178790067657,0,0,0,0,0,0,2,0.0,2,90,0,106,11,2,207,-16,0.020450532427764585,76,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,23664,23320,2,23590,close
23664,org/apache/hadoop/fs,org/apache/hadoop/fs/FsShell.java,89,true,0,52,6332,8,6,759,1,141,0.18181818181818182,1534,350,0.22816166883963493,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,10,PERFORMANCE,0.01256281407035176,SIC_INNER_SHOULD_BE_STATIC_NEEDS_THIS,20,3,0,0.12224938875305623,0.02444987775061125,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-0.9069767441860465,-1.0,17,448,477,24039,904,0.0028328611898017,34,238,666,1176,0.05767178790067657,0,0,0,0,0,0,2,0.0,2,90,0,106,11,2,207,-16,0.020450532427764585,76,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,23664,23320,2,23590,close
24039,org/apache/hadoop/fs,org/apache/hadoop/fs/RawLocalFileSystem.java,477,true,10,29,6332,6,0,759,3,141,0.5301645338208409,414,65,0.1570048309178744,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,50,5,STYLE,0.010050251256281407,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,1,0.12224938875305623,0.012224938875305624,0.0024449877750611247,-1.0,0.0,0.0,0.06837606837606838,0.03379855039915218,-1.0,0.0,0.02203856749311295,0.03379855039915218,-0.9069767441860465,-1.0,9,448,477,24039,904,0.05188501413760604,34,238,666,1176,0.05767178790067657,2,1,0,3,1,1,6,0.1,7,90,0,106,11,5,207,-16,0.020450532427764585,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,23590,23320,2,23590,close
24039,org/apache/hadoop/fs/shell,org/apache/hadoop/fs/shell/CommandFormat.java,477,true,0,3,105,1,4,12,1,5,0.4666666666666667,38,32,0.8421052631578947,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,PERFORMANCE,0.007537688442211055,URF_UNREAD_FIELD,20,3,0,0.0024449877750611247,0.0024449877750611247,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,448,477,24039,22,0.0,0,0,22,22,0.002269210933470861,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,450,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24039,23320,76,23664,close
24039,org/apache/hadoop/http,org/apache/hadoop/http/HttpServer.java,477,true,0,34,544,5,0,45,1,11,0.859465737514518,571,214,0.37478108581436076,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,2,I18N,0.12060301507537688,DM_DEFAULT_ENCODING,19,1,1,0.014669926650366748,0.004889975550122249,0.0024449877750611247,1.0,0.02631578947368421,0.01281163434903047,0.023255813953488372,7.859947611763746E-5,-0.9473684210526315,0.0,0.0027548209366391185,7.859947611763746E-5,0.0,0.0,15,334,355,23925,76,0.2659549779531214,0,6,70,82,0.046189920490915935,2,2,0,4,6,0,54,0.12903225806451613,60,2,0,2,0,48,4,0,0.02150537634408602,21,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,23609,23320,21,23609,close
24039,org/apache/hadoop/io,org/apache/hadoop/io/SequenceFile.java,477,true,16,14,4393,19,0,443,5,98,0.13771186440677965,2105,798,0.3790973871733967,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,56,11,STYLE,0.005025125628140704,UC_USELESS_CONDITION,19,3,2,0.13691931540342298,0.02689486552567237,0.004889975550122249,-1.0,0.0,0.0,0.06837606837606838,0.03379855039915218,-1.0,0.0,0.02203856749311295,0.03379855039915218,-1.0,-1.0,8,448,477,24039,219,0.05714285714285714,5,5,214,229,0.014275335416288747,10,2,4,16,2,8,10,0.05714285714285714,16,10,4,2,4,8,16,8,0.0011904761904761904,10,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,23598,23320,10,23598,close
24039,org/apache/hadoop/io,org/apache/hadoop/io/SequenceFile.java,477,true,16,14,4393,19,0,443,5,98,0.15012106537530268,2105,798,0.3790973871733967,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,56,11,STYLE,0.005025125628140704,UC_USELESS_CONDITION,19,3,2,0.13691931540342298,0.02689486552567237,0.004889975550122249,-1.0,0.0,0.0,0.06837606837606838,0.03379855039915218,-1.0,0.0,0.02203856749311295,0.03379855039915218,-1.0,-1.0,8,448,477,24039,219,0.05714285714285714,5,5,214,229,0.014275335416288747,10,2,4,16,2,8,10,0.05714285714285714,16,10,4,2,4,8,16,8,0.0011904761904761904,10,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,23598,23320,10,23598,close
23860,org/apache/hadoop/ipc,org/apache/hadoop/ipc/WritableRpcEngine.java,270,true,17,6,2138,6,0,108,4,45,0.8415841584158416,279,73,0.2616487455197133,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,23,3,STYLE,0.020100502512562814,BC_UNCONFIRMED_CAST,20,3,2,0.05623471882640587,0.007334963325183374,0.004889975550122249,0.0,0.125,0.00546875,0.06837606837606838,0.03379855039915218,-0.375,0.0,0.02203856749311295,0.03379855039915218,-0.6842105263157895,0.0,8,269,270,23860,229,0.010985165400952504,74,92,137,395,0.0720687142101118,4,4,0,8,4,0,4,0.010985165400952504,8,93,0,29,9,0,131,64,0.04216817603742797,3,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,23591,24039,3,23591,close
23860,org/apache/hadoop/ipc,org/apache/hadoop/ipc/WritableRpcEngine.java,270,true,17,6,2138,6,0,108,4,45,0.8564356435643564,279,73,0.2616487455197133,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,23,3,MALICIOUS_CODE,0.002512562814070352,DP_DO_INSIDE_DO_PRIVILEGED,20,3,2,0.05623471882640587,0.007334963325183374,0.004889975550122249,0.0,1.0,0.0,0.057692307692307696,0.1292645669475587,1.0,0.0,0.008264462809917356,0.1292645669475587,-0.6842105263157895,0.0,8,269,270,23860,229,0.010985165400952504,74,92,137,395,0.0720687142101118,4,4,0,8,4,0,4,0.010985165400952504,8,93,0,29,9,0,131,64,0.04216817603742797,3,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,23591,24039,3,23591,close
23860,org/apache/hadoop/ipc,org/apache/hadoop/ipc/WritableRpcEngine.java,270,true,0,6,2138,6,0,108,1,45,0.7747524752475248,279,73,0.2616487455197133,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,23,3,STYLE,0.02763819095477387,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.05623471882640587,0.007334963325183374,0.0024449877750611247,0.0,0.2,0.008000000000000002,0.06837606837606838,0.03379855039915218,-0.6,0.0,0.02203856749311295,0.03379855039915218,-0.6842105263157895,0.0,8,269,270,23860,229,0.010985165400952504,74,92,137,395,0.0720687142101118,4,4,0,8,4,0,4,0.010985165400952504,8,93,0,29,9,0,131,64,0.04216817603742797,3,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,23591,24039,3,23591,close
23664,org/apache/hadoop/log,org/apache/hadoop/log/LogLevel.java,89,true,16,2,75,2,0,2,2,2,0.4329268292682927,116,27,0.23275862068965517,1.0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,I18N,0.12060301507537688,DM_DEFAULT_ENCODING,19,1,2,0.004889975550122249,0.004889975550122249,0.004889975550122249,-1.0,0.02631578947368421,0.01281163434903047,0.023255813953488372,7.859947611763746E-5,-0.9473684210526315,0.0,0.0027548209366391185,7.859947611763746E-5,-1.0,-1.0,2,448,477,24039,5,0.0012080212611741967,0,0,5,5,0.0012080212611741967,0,0,0,0,0,0,5,0.0,5,0,0,0,0,5,0,0,0.0,76,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,23664,24039,76,23664,close
23664,org/apache/hadoop/log,org/apache/hadoop/log/LogLevel.java,89,true,16,2,75,2,0,2,2,2,0.4268292682926829,116,27,0.23275862068965517,1.0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,BAD_PRACTICE,0.03015075376884422,OS_OPEN_STREAM_EXCEPTION_PATH,19,3,2,0.004889975550122249,0.004889975550122249,0.004889975550122249,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,2,448,477,24039,5,0.0012080212611741967,0,0,5,5,0.0012080212611741967,0,0,0,0,0,0,5,0.0,5,0,0,0,0,5,0,0,0.0,76,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,23664,24039,76,23664,close
