F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-boolean,F16-Set<Class<?>>,F16-String,F16-Map<String Object>,F16-K,F16-Object,F16-NA,F16-void,F16-MappedClass,F16-int,F3-NA,F3-A,F3-ContainsPic,F3-Class,F3-E,F3-ContainsPicKey,F3-List,F3-MappedClass,F3-null,F3-boolean,F3-Object,F3-ent.myLongId,F3-operator.val(),F3-String,F3-value,F3-int,F3-String[],F3-Rectangle,F3-ArrayList,F3-Pic,F7--,F7-%,F7-&,F7-NA,F7-+,F12-Logr,F12-FilterOperator,F12-ExecutorService,F12-Object,F12-NA,F12-K,F12-EntityCache,F12-boolean,F12-ObjectId,F12-ConstraintViolation,F12-String,F12-List<EmbedWithRef>,F17-static-final,F17-final,F17-static,F17-NA,F2-Iterable<T>,F2-MappedClass,F2-Class,F2-NA,F2-Map<String Object>,F2-Runtime,F2-URL,F2-QueryImpl<T>,F2-Arrays,F2-Executors,F2-Object,F2-String,F2-IterableConverter,F2-Class<>,F2-System,F2-E1,F2-E2,F6-java.util.HashMap<java.lang.String java.util.List<com.google.code.morphia.DBRef>>,F6-com.google.code.morphia.mapping.AnonymousClass.E,F6-NA,F6-com.google.code.morphia.mapping.CompoundId.E,F6-com.google.code.morphia.TestMapper.HoldsMultipleA,F6-com.google.code.morphia.mapping.AnonymousClass.CId,F6-java.util.ArrayList<java.lang.Long>,F6-com.google.code.morphia.ext.guice.GuiceTest.Bar,F6-java.io.PrintStream,F6-java.lang.IllegalStateException,F6-java.util.ArrayList<T>,F6-com.google.code.morphia.mapping.validation.classrules.ConstraintViolation,F6-com.google.code.morphia.mapping.lazy.ObjectId,F6-java.lang.String,F6-com.google.code.morphia.ObjectId,F6-com.google.code.morphia.mapping.ReferencesWIgnoreMissingTests.StringHolder,F6-java.util.concurrent.CopyOnWriteArraySet<com.google.code.morphia.mapping.MappedClass>,F6-com.google.code.morphia.validation.TestMorphiaValidation.E,F6-com.google.code.morphia.mapping.CompoundId.CId,F6-com.google.code.morphia.Rectangle,F13-private,F13-NA,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-map,F1-NA,F1-add,F1-getClass,F1-replaceAll,F1-startsWith,F1-iterator,F1-assertEquals,F1-get,F1-hasNoneOf,F1-equals,F1-getFile,F1-isAnnotationPresent,F1-hasThisElement,F1-hasAllOf,F1-setName,F1-toString,F1-save,F1-assertTrue,F1-foo,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.io.FilterOutputStream,F5-java.util.AbstractSet,F9-foo,F9-startDate,F9-name,F9-js,F9-NA,F9-joinMethod,F9-string,F9-v,F9-ds,F9-children,F9-type,F9-baos,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-ExecutorService,F4-boolean,F4-Collection<?>,F4-Query,F4-byte[],F4-Object,F4-void,F4-T[],F4-String,F4-int,F4-Class,F4-Iterator,F8-CriteriaContainerImpl,F8-TestSLF4JLogrTest,F8-QueryImpl<T>,F8-Foo,F8-MyList<E>,F8-WhereCriteria,F8-LogLine,F8-NA,F8-E,F8-PhoneNumber,F8-Hotel,F11-foo,F11-validateName,F11-NA,F11-log,F11-executorService,F11-field,F11-string,F11-operator,F11-k,F11-cache,F11-value,F11-id,F11-v,F11-embedWithRef,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-us@thomas-daily.de,F71-scotthernandez@gmail.com,F71-oli.gauti@gmail.com,F74,F73,F84,F146,category
2120,com/google/code/morphia/callbacks,com/google/code/morphia/callbacks/TestEntityInterceptorMoment.java,811,true,0,1,240,3,0,10,1,22,0.45714285714285713,40,11,0.275,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,10,CORRECTNESS,0.02247191011235955,NM_VERY_CONFUSING,4,1,1,0.041666666666666664,0.034722222222222224,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,338,811,2120,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,340,1,0,0,2120,2264,102,1882,close
2120,com/google/code/morphia/callbacks,com/google/code/morphia/callbacks/TestEntityInterceptorMoment.java,811,true,0,1,240,3,0,10,1,22,0.5142857142857142,40,11,0.275,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,10,CORRECTNESS,0.02247191011235955,NM_VERY_CONFUSING,4,1,1,0.041666666666666664,0.034722222222222224,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,338,811,2120,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,340,1,0,0,2120,2264,102,1882,close
2120,com/google/code/morphia/callbacks,com/google/code/morphia/callbacks/TestEntityInterceptorMoment.java,811,true,0,1,240,3,0,10,1,22,0.5571428571428572,40,11,0.275,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,10,CORRECTNESS,0.02247191011235955,NM_VERY_CONFUSING,4,1,1,0.041666666666666664,0.034722222222222224,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,338,811,2120,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,340,1,0,0,2120,2264,102,1882,close
2120,com/google/code/morphia/callbacks,com/google/code/morphia/callbacks/TestEntityInterceptorMoment.java,811,true,0,1,240,3,0,10,1,22,0.6214285714285714,40,11,0.275,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,10,CORRECTNESS,0.02247191011235955,NM_VERY_CONFUSING,4,1,1,0.041666666666666664,0.034722222222222224,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,338,811,2120,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,340,1,0,0,2120,2264,102,1882,close
2092,com/google/code/morphia/config,com/google/code/morphia/config/MorphiaConfiguration.java,791,true,5,2,8,1,0,2,2,1,0.5,12,0,0.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,PERFORMANCE,0.011235955056179775,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.003472222222222222,0.003472222222222222,0.003472222222222222,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0,310,791,2092,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,312,1,0,0,2092,2264,312,2092,close
2047,com/google/code/morphia/converters,com/google/code/morphia/converters/CustomConverterDefault.java,757,true,0,1,878,5,0,117,1,55,0.37777777777777777,55,15,0.2727272727272727,1.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,1,BAD_PRACTICE,0.0449438202247191,SE_BAD_FIELD,16,2,0,0.024305555555555556,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2,265,757,2047,1,0.0,0,1,0,2,0.0038095238095238095,0,0,0,0,0,0,0,0.0,0,2,0,1,0,0,3,1,0.005714285714285714,137,1,1,0,1917,2264,7,1787,close
2046,com/google/code/morphia/converters,com/google/code/morphia/converters/CustomConverterInEmbed.java,754,true,0,2,878,5,0,117,1,55,0.34615384615384615,74,9,0.12162162162162163,1.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,2,BAD_PRACTICE,0.0449438202247191,SE_BAD_FIELD,16,2,0,0.024305555555555556,0.006944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1,264,754,2046,1,0.0,0,1,0,2,0.0038095238095238095,0,0,0,0,0,0,0,0.0,0,2,0,1,0,0,3,1,0.005714285714285714,230,1,1,0,2010,2264,7,1787,close
2046,com/google/code/morphia/converters,com/google/code/morphia/converters/CustomConverterInEmbed.java,754,true,0,2,878,5,0,117,1,55,0.34615384615384615,74,9,0.12162162162162163,1.0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,2,BAD_PRACTICE,0.0449438202247191,SE_BAD_FIELD,16,2,0,0.024305555555555556,0.006944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1,264,754,2046,1,0.0,0,1,0,2,0.0038095238095238095,0,0,0,0,0,0,0,0.0,0,2,0,1,0,0,3,1,0.005714285714285714,230,1,1,0,2010,2264,7,1787,close
2134,com/google/code/morphia/converters,com/google/code/morphia/converters/IterableConverter.java,819,true,18,5,878,1,0,117,9,55,0.543859649122807,81,13,0.16049382716049382,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,STYLE,0.00749063670411985,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.024305555555555556,0.003472222222222222,0.003472222222222222,-1.0,0.0,0.0,0.06666666666666667,0.04111111111111112,-1.0,0.0,0.02857142857142857,0.04111111111111112,-1.0,-1.0,3,171,664,1953,1,0.13333333333333333,0,1,0,2,0.0038095238095238095,1,1,0,2,1,0,1,0.13333333333333333,2,2,0,1,0,0,3,1,0.005714285714285714,7,0,1,0,1787,2264,7,1787,close
1820,com/google/code/morphia/converters,com/google/code/morphia/converters/MapOfValuesConverter.java,366,true,13,4,878,2,0,117,4,55,0.8484848484848485,49,6,0.12244897959183673,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,STYLE,0.026217228464419477,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,18,2,1,0.024305555555555556,0.003472222222222222,0.003472222222222222,-1.0,0.16666666666666666,0.010683760683760684,0.06666666666666667,0.04111111111111112,-0.6666666666666666,0.0,0.02857142857142857,0.04111111111111112,-1.0,-1.0,6,382,849,2164,1,0.0,0,1,0,2,0.0038095238095238095,0,0,0,0,0,0,0,0.0,0,2,0,1,0,0,3,1,0.005714285714285714,40,0,1,0,1820,2264,7,1787,close
2164,com/google/code/morphia/converters,com/google/code/morphia/converters/NastyEnumTest.java,849,true,0,2,878,6,0,117,1,55,0.9607843137254902,35,10,0.2857142857142857,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,CORRECTNESS,0.003745318352059925,UWF_NULL_FIELD,15,3,0,0.024305555555555556,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0,382,849,2164,1,0.0,0,1,0,2,0.0038095238095238095,0,0,0,0,0,0,0,0.0,0,2,0,1,0,0,3,1,0.005714285714285714,384,0,1,0,2164,2264,7,1787,close
1933,com/google/code/morphia/converters,com/google/code/morphia/converters/TimestampConverter.java,654,true,0,3,878,1,0,117,1,55,0.5294117647058824,21,6,0.2857142857142857,1.0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,STYLE,0.018726591760299626,RI_REDUNDANT_INTERFACES,20,3,0,0.024305555555555556,0.003472222222222222,0.0,0.0,0.0,0.0,0.06666666666666667,0.04111111111111112,-1.0,0.0,0.02857142857142857,0.04111111111111112,-1.0,-1.0,0,151,654,1933,1,0.0,0,1,0,2,0.0038095238095238095,0,0,0,0,0,0,0,0.0,0,2,0,1,0,0,3,1,0.005714285714285714,153,0,1,0,1933,2264,7,1787,close
2015,com/google/code/morphia/ext,com/google/code/morphia/ext/CustomConvertersTest.java,730,true,5,4,332,8,0,11,1,26,0.4773462783171521,215,47,0.2186046511627907,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,CORRECTNESS,0.02247191011235955,NM_VERY_CONFUSING,4,1,0,0.017361111111111112,0.006944444444444444,0.001736111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,233,730,2015,0,0.0,0,0,0,0,0.0,197,0,0,197,0,197,0,0.7462121212121212,0,249,0,0,0,0,249,249,0.2897829647829648,21,0,1,0,1801,2264,21,1801,close
2015,com/google/code/morphia/ext,com/google/code/morphia/ext/CustomConvertersTest.java,730,true,0,4,332,8,0,11,1,26,0.19093851132686085,215,47,0.2186046511627907,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,PERFORMANCE,0.00749063670411985,DM_NUMBER_CTOR,18,2,1,0.017361111111111112,0.006944444444444444,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,233,730,2015,0,0.0,0,0,0,0,0.0,197,0,0,197,0,197,0,0.7462121212121212,0,249,0,0,0,0,249,249,0.2897829647829648,21,0,1,0,1801,2264,21,1801,close
2181,com/google/code/morphia/ext,com/google/code/morphia/ext/NewAnnoationTest.java,863,true,10,1,332,5,0,11,3,26,0.9565217391304348,57,19,0.3333333333333333,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,I18N,0.0149812734082397,DM_CONVERT_CASE,20,3,1,0.017361111111111112,0.006944444444444444,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,4,399,863,2181,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,249,0,0,0,0,249,249,0.2897829647829648,137,0,1,0,1917,2264,21,1801,close
2181,com/google/code/morphia/ext,com/google/code/morphia/ext/NewAnnoationTest.java,863,true,0,1,332,5,0,11,1,26,0.7608695652173914,57,19,0.3333333333333333,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,I18N,0.0149812734082397,DM_CONVERT_CASE,20,3,1,0.017361111111111112,0.006944444444444444,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2,359,828,2141,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,249,0,0,0,0,249,249,0.2897829647829648,137,0,1,0,1917,2264,21,1801,close
1856,com/google/code/morphia/ext/entityscanner,com/google/code/morphia/ext/entityscanner/EntityScannerTest.java,550,true,0,1,63,2,0,3,1,5,0.7222222222222222,22,7,0.3181818181818182,1.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,PERFORMANCE,0.07116104868913857,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.003472222222222222,0.003472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,74,550,1856,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,76,1,0,0,1856,2264,76,1856,close
1870,com/google/code/morphia/ext/guice,com/google/code/morphia/ext/guice/GuiceTest.java,578,true,9,5,185,9,0,19,1,12,0.28654970760233917,119,9,0.07563025210084033,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,6,STYLE,0.056179775280898875,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.027777777777777776,0.020833333333333332,0.003472222222222222,0.0,0.0,0.0,0.06666666666666667,0.04111111111111112,0.0,0.0,0.02857142857142857,0.04111111111111112,0.0,0.0,0,88,578,1870,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,90,1,0,0,1870,2264,90,1870,close
