F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Thread,F16-boolean,F16-String,F16-char[],F16-NA,F16-void,F16-byte[],F3-NA,F3-LT_TKN,F3- Output stat for   + path +    + new StatsTrack(new String(data)).toString(),F3-CreateMode.PERSISTENT,F3-InputStream,F3-InputStreamReader,F3-byte[],F3-stats.toString().getBytes(),F3-InetSocketAddress,F3-String,F3-strackC.toString().getBytes(),F3-long,F3-Reader,F3-int,F3-char[],F3-SimpleCharStream,F3-IDENT_TKN,F3-Request,F3-strack.toString().getBytes(),F3-RECORD_TKN,F7--,F7-^,F7-+=,F7-NA,F7-+,F12-NA,F17-static,F17-NA,F2-Set<Long>,F2-Writer,F2-Process,F2-Iterator<Long>,F2-SaslClient,F2-NA,F2-AuthFastLeaderElection,F2-SimpleCharStream,F2-String,F2-RccTokenManager,F2-ParseException,F2-ByteBuffer,F2-Rcc,F2-BufferedReader,F2-System,F2-LinkedBlockingQueue<ToSend>,F6-org.apache.zookeeper.server.quorum.LeaderElectionBean,F6-NA,F6-java.io.FileWriter,F6-java.io.InputStreamReader,F6-org.apache.zookeeper.StatsTrack,F6-org.apache.jute.compiler.generated.Token,F6-org.apache.jute.compiler.generated.JVector,F6-org.apache.jute.compiler.generated.TokenMgrError,F6-org.apache.zookeeper.server.quorum.FastLeaderElection.ToSend,F6-java.io.FileReader,F6-org.apache.zookeeper.server.quorum.Vote,F6-java.io.File,F6-java.lang.String,F6-org.apache.jute.compiler.generated.JField,F6-org.apache.zookeeper.server.StatsTrack,F6-org.apache.zookeeper.Stat,F6-java.lang.Thread,F6-java.util.ArrayList<org.apache.jute.compiler.generated.JRecord>,F13-NA,F18-NA,F14-NA,F1-configFromString,F1-termPredicate,F1-ReInit,F1-NA,F1-setData,F1-jj_consume_token,F1-processRequest,F1-backup,F1-getBytes,F1-write,F1-println,F1-wrap,F1-readChar,F1-Type,F1-putInt,F1-toLowerCase,F1-equals,F1-create,F1-exit,F1-getInputStream,F5-java.lang.Object,F5-NA,F5-java.io.InputStreamReader,F5-java.io.OutputStreamWriter,F5-java.io.Reader,F5-java.util.AbstractList,F9-NA,F9-dataTree,F10-NA,F19-NA,F15-NA,F15-private,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-char,F4-Token,F4-byte[],F4-ArrayList<JRecord>,F4-void,F4-JRecord,F4-String,F4-JMap,F4-Iterator,F4-JType,F8-ZKDatabase,F8-NA,F11-NA,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-rgs@apache.org,F71-hanm@apache.org,F71-phunt@apache.org,F71-rakeshr@apache.org,F71-henry@apache.org,F71-arshad@apache.org,F71-abefine@cloudera.com,F71-hanm@cloudera.com,F71-breed@apache.org,F71-afine@apache.org,F71-mahadev@apache.org,F71-michim@apache.org,F71-camille@apache.org,F71-thawan@apache.org,F71-cnauroth@apache.org,F71-nixon@fb.com,F71-fpj@apache.org,F71-shralex@apache.org,F71-jordan@jordanzimmerman.com,F71-tamaas@cloudera.com,F74,F73,F84,F146,category
2077,org/apache/jute/compiler/generated,org/apache/jute/compiler/generated/SimpleCharStream.java,3484,true,3,36,1484,1,3,112,1,7,0.7893660531697342,352,65,0.1846590909090909,0.8333333333333334,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,63,20,BAD_PRACTICE,0.1125,NM_METHOD_NAMING_CONVENTION,19,3,11,0.1956521739130435,0.062111801242236024,0.034161490683229816,-1.0,0.0,0.0,0.01694915254237288,0.001103194595137872,-1.0,0.0,0.0031446540880503146,0.001103194595137872,-1.0,-1.0,3,1443,3484,2077,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,2246,783,1415,open
2077,org/apache/jute/compiler/generated,org/apache/jute/compiler/generated/SimpleCharStream.java,3484,true,3,36,1484,1,3,112,1,7,0.8139059304703476,352,65,0.1846590909090909,0.8333333333333334,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,63,20,BAD_PRACTICE,0.1125,NM_METHOD_NAMING_CONVENTION,19,3,11,0.1956521739130435,0.062111801242236024,0.034161490683229816,-1.0,0.0,0.0,0.01694915254237288,0.001103194595137872,-1.0,0.0,0.0031446540880503146,0.001103194595137872,-1.0,-1.0,3,1443,3484,2077,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,2246,783,1415,open
2077,org/apache/jute/compiler/generated,org/apache/jute/compiler/generated/SimpleCharStream.java,3484,true,3,36,1484,1,3,112,1,7,0.7627811860940695,352,65,0.1846590909090909,0.8333333333333334,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,63,20,BAD_PRACTICE,0.1125,NM_METHOD_NAMING_CONVENTION,19,3,11,0.1956521739130435,0.062111801242236024,0.034161490683229816,-1.0,0.0,0.0,0.01694915254237288,0.001103194595137872,-1.0,0.0,0.0031446540880503146,0.001103194595137872,-1.0,-1.0,3,1443,3484,2077,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,2246,783,1415,open
2077,org/apache/jute/compiler/generated,org/apache/jute/compiler/generated/SimpleCharStream.java,3484,true,3,36,1484,1,3,112,1,7,0.6687116564417178,352,65,0.1846590909090909,0.8333333333333334,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,63,20,BAD_PRACTICE,0.1125,NM_METHOD_NAMING_CONVENTION,19,3,11,0.1956521739130435,0.062111801242236024,0.034161490683229816,-1.0,0.0,0.0,0.01694915254237288,0.001103194595137872,-1.0,0.0,0.0031446540880503146,0.001103194595137872,-1.0,-1.0,3,1443,3484,2077,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,2246,783,1415,open
2077,org/apache/jute/compiler/generated,org/apache/jute/compiler/generated/SimpleCharStream.java,3484,true,3,36,1484,1,3,112,1,7,0.656441717791411,352,65,0.1846590909090909,0.8333333333333334,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,63,20,BAD_PRACTICE,0.1125,NM_METHOD_NAMING_CONVENTION,19,3,11,0.1956521739130435,0.062111801242236024,0.034161490683229816,-1.0,0.0,0.0,0.01694915254237288,0.001103194595137872,-1.0,0.0,0.0031446540880503146,0.001103194595137872,-1.0,-1.0,3,1443,3484,2077,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,2246,783,1415,open
2077,org/apache/jute/compiler/generated,org/apache/jute/compiler/generated/SimpleCharStream.java,3484,true,14,36,1484,1,4,112,2,7,0.6155419222903885,352,65,0.1846590909090909,0.5904761904761905,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63,20,BAD_PRACTICE,0.1125,NM_METHOD_NAMING_CONVENTION,19,3,11,0.1956521739130435,0.062111801242236024,0.034161490683229816,-1.0,0.0,0.0,0.01694915254237288,0.001103194595137872,-1.0,0.0,0.0031446540880503146,0.001103194595137872,-1.0,-1.0,3,1443,3484,2077,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,2246,783,1415,open
2077,org/apache/jute/compiler/generated,org/apache/jute/compiler/generated/SimpleCharStream.java,3484,true,30,36,1484,1,5,112,8,7,0.3312883435582822,352,65,0.1846590909090909,0.564021164021164,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63,20,BAD_PRACTICE,0.1125,NM_METHOD_NAMING_CONVENTION,19,3,1,0.1956521739130435,0.062111801242236024,0.003105590062111801,-1.0,0.0,0.0,0.01694915254237288,0.001103194595137872,-1.0,0.0,0.0031446540880503146,0.001103194595137872,-1.0,-1.0,3,1443,3484,2077,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,2246,783,1415,open
2077,org/apache/jute/compiler/generated,org/apache/jute/compiler/generated/TokenMgrError.java,3484,true,3,6,1484,1,0,112,1,7,0.7636363636363637,73,76,1.0410958904109588,1.0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,63,1,BAD_PRACTICE,0.1125,NM_METHOD_NAMING_CONVENTION,16,2,1,0.1956521739130435,0.003105590062111801,0.003105590062111801,-1.0,0.0,0.0,0.01694915254237288,0.001103194595137872,-1.0,0.0,0.0031446540880503146,0.001103194595137872,-1.0,-1.0,3,1443,3484,2077,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,783,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,2246,783,1415,open
1233,org/apache/zookeeper,org/apache/zookeeper/OpResult.java,1845,true,0,2,4573,7,0,349,1,120,0.7121951219512195,122,47,0.38524590163934425,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,1,STYLE,0.003125,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,20,3,1,0.10559006211180125,0.003105590062111801,0.003105590062111801,-1.0,0.0,0.0,0.011235955056179775,4.181143326841714E-4,-1.0,0.0,0.0031446540880503146,4.181143326841714E-4,-1.0,-1.0,2,838,2386,1472,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,601,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1233,276,2,634,close
861,org/apache/zookeeper,org/apache/zookeeper/Shell.java,778,true,172,19,4573,5,0,349,23,120,0.38517745302713985,261,164,0.6283524904214559,1.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,3,I18N,0.25,DM_DEFAULT_ENCODING,19,1,1,0.10559006211180125,0.009316770186335404,0.003105590062111801,-1.0,0.0,0.0,0.0,0.0,-0.575,0.0,0.0,0.0,-1.0,-1.0,4,806,2334,1440,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,229,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,861,348,2,634,close
861,org/apache/zookeeper,org/apache/zookeeper/Shell.java,778,true,6,19,4573,5,6,349,2,120,0.2150313152400835,261,164,0.6283524904214559,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,3,STYLE,0.025,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.10559006211180125,0.009316770186335404,0.003105590062111801,-1.0,0.0,0.0,0.011235955056179775,4.181143326841714E-4,-1.0,0.0,0.0031446540880503146,4.181143326841714E-4,-1.0,-1.0,4,806,2334,1440,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,229,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,861,348,2,634,close
861,org/apache/zookeeper,org/apache/zookeeper/Shell.java,778,true,0,19,4573,5,8,349,1,120,0.3987473903966597,261,164,0.6283524904214559,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,34,3,PERFORMANCE,0.0125,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.10559006211180125,0.009316770186335404,0.0,0.0,0.5,0.0625,0.25,0.041666666666666664,0.0,0.0,0.006289308176100629,0.041666666666666664,-1.0,-1.0,4,806,2334,1440,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,229,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,861,348,2,634,close
2071,org/apache/zookeeper,org/apache/zookeeper/Version.java,3484,true,4,8,4573,1,8,349,2,120,0.6666666666666666,46,34,0.7391304347826086,0.75,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,2,BAD_PRACTICE,0.03125,DM_EXIT,19,3,1,0.10559006211180125,0.006211180124223602,0.003105590062111801,-1.0,0.09090909090909091,0.01652892561983471,0.01694915254237288,0.001103194595137872,-0.5454545454545454,0.0,0.0031446540880503146,0.001103194595137872,-1.0,-1.0,4,1443,3484,2077,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,111,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,743,2246,2,634,close
2071,org/apache/zookeeper,org/apache/zookeeper/Version.java,3484,true,3,8,4573,1,0,349,1,120,0.4777777777777778,46,34,0.7391304347826086,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,2,STYLE,0.034375,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.10559006211180125,0.006211180124223602,0.003105590062111801,-1.0,0.0,0.0,0.011235955056179775,4.181143326841714E-4,-0.45454545454545453,0.0,0.0031446540880503146,4.181143326841714E-4,-1.0,-1.0,1,894,2588,1528,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,743,2246,2,634,close
777,org/apache/zookeeper,org/apache/zookeeper/ZooDefs.java,459,true,0,0,4573,4,4,349,1,120,0.9787234042553191,64,33,0.515625,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,4,MALICIOUS_CODE,0.0125,MS_PKGPROTECT,20,3,0,0.10559006211180125,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,-1.0,-1.0,17,1443,3484,2077,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,52,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,685,478,2,634,close
777,org/apache/zookeeper,org/apache/zookeeper/ZooDefs.java,459,true,0,0,4573,4,16,349,1,120,0.8652482269503546,64,33,0.515625,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,4,MALICIOUS_CODE,0.00625,MS_MUTABLE_COLLECTION,16,1,0,0.10559006211180125,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,17,1443,3484,2077,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,52,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,685,478,2,634,close
777,org/apache/zookeeper,org/apache/zookeeper/ZooDefs.java,459,true,0,0,4573,4,24,349,1,120,0.9574468085106383,64,33,0.515625,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,4,MALICIOUS_CODE,0.00625,MS_MUTABLE_COLLECTION,16,1,0,0.10559006211180125,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,17,1443,3484,2077,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,52,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,685,478,2,634,close
777,org/apache/zookeeper,org/apache/zookeeper/ZooDefs.java,459,true,0,0,4573,4,16,349,1,120,0.9078014184397163,64,33,0.515625,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,4,MALICIOUS_CODE,0.00625,MS_OOI_PKGPROTECT,20,3,0,0.10559006211180125,0.012422360248447204,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-1.0,-1.0,9,1043,2903,1677,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,52,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,685,478,2,634,close
685,org/apache/zookeeper,org/apache/zookeeper/ZooKeeper.java,164,true,16,88,4573,8,0,349,3,120,0.9928958051420839,1317,1431,1.0865603644646924,1.0,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,1,STYLE,0.053125,REC_CATCH_EXCEPTION,20,3,1,0.10559006211180125,0.003105590062111801,0.003105590062111801,-1.0,0.0,0.0,0.011235955056179775,4.181143326841714E-4,-0.6875,0.0,0.0031446540880503146,4.181143326841714E-4,-1.0,-1.0,38,903,2616,1537,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,39,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,672,437,2,634,close
768,org/apache/zookeeper,org/apache/zookeeper/ZooKeeperMain.java,420,true,63,18,4573,4,12,349,8,120,0.8642533936651584,495,104,0.2101010101010101,0.8412698412698413,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,7,I18N,0.25,DM_DEFAULT_ENCODING,19,1,2,0.10559006211180125,0.021739130434782608,0.006211180124223602,-1.0,0.0,0.0,0.0,0.0,-0.575,0.0,0.0,0.0,-1.0,-1.0,47,1280,3261,1914,114,0.0,4,13,101,131,0.027204233537114365,0,0,0,0,0,0,0,0.0,0,114,0,13,4,0,131,101,0.027204233537114365,52,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,685,467,2,634,close
